Students	3000
1363	139 100 134 98
1364	108 68 173 61
1365	132 195 65 35
1366	60 99 129 17
1367	183 196 176 77
1368	16 194 108 192
1369	58 119 194 54
1370	68 44 53 65
1371	149 144 146 171
1372	82 67 117 176
1373	68 141 36 66
1374	140 101 98 151
1375	183 75 22 71
1376	86 104 11 82
1377	90 81 98 1
1378	151 119 141 195
1379	7 35 187 97
1380	111 15 138 90
1381	182 83 87 108
1382	124 190 188 85
1383	120 72 80 107
1384	191 134 107 60
1385	9 117 6 146
1386	65 55 162 138
1387	46 122 28 20
1388	107 146 47 197
1389	72 80 11 24
1390	85 25 161 78
1391	12 29 84 47
1392	67 185 6 78
1393	113 129 68 69
1394	192 110 75 132
1395	144 59 109 196
1396	145 73 75 179
1397	134 125 190 57
1398	129 109 103 198
1399	143 127 58 167
1400	76 78 57 19
1401	46 60 35 163
1402	103 100 179 18
1403	161 24 92 151
1404	105 95 94 146
1405	146 64 79 37
1406	134 185 119 113
1407	140 161 55 19
1408	81 120 82 69
1409	41 57 70 162
1410	3 116 48 26
1411	41 137 148 49
1412	160 102 44 184
1413	157 135 190 114
1414	165 155 194 86
1415	98 33 63 61
1416	11 142 136 122
1417	111 187 24 95
1418	115 187 124 44
1419	124 74 7 92
1420	173 180 19 14
1421	120 80 70 177
1422	58 95 24 85
1423	94 80 170 101
1424	57 90 1 121
1425	96 172 110 51
1426	180 146 157 156
1427	10 149 144 192
1428	151 52 127 40
1429	127 61 87 109
1430	144 57 81 102
1431	81 115 147 9
1432	75 65 104 135
1433	52 38 1 60
1434	58 39 96 66
1435	118 167 1 75
1436	81 122 71 7
1437	131 84 121 48
1438	55 185 158 195
1439	160 36 47 39
1440	178 61 34 37
1441	132 152 123 136
1442	136 193 169 43
1443	128 187 95 24
1444	181 172 96 107
1445	47 142 100 48
1446	13 58 186 105
1447	119 108 190 38
1448	28 131 48 61
1449	96 142 25 72
1450	95 3 156 44
1451	42 183 112 154
1452	67 160 119 123
1453	42 113 106 67
1454	179 25 149 123
1455	142 198 65 178
1456	193 28 96 140
1457	1 158 74 103
1458	123 116 43 31
1459	105 85 34 185
1460	140 33 150 35
1461	166 197 175 54
1462	189 144 3 124
1463	172 36 152 114
1464	150 3 83 29
1465	81 92 170 40
1466	47 49 25 18
1467	170 164 124 101
1468	169 56 190 116
1469	192 132 173 101
1470	103 102 158 157
1471	51 159 168 177
1472	61 3 105 200
1473	131 165 154 7
1474	2 25 75 187
1475	119 166 164 42
1476	42 120 146 187
1477	172 70 74 115
1478	134 27 187 54
1479	46 153 167 71
1480	48 23 3 140
1481	67 198 52 167
1482	154 157 176 162
1483	149 107 102 61
1484	138 83 77 41
1485	153 140 161 32
1486	141 52 89 124
1487	40 123 157 27
1488	45 148 34 47
1489	43 64 83 113
1490	169 15 30 55
1491	34 101 123 139
1492	60 164 198 94
1493	182 140 27 189
1494	126 26 161 136
1495	98 132 198 18
1496	66 53 129 122
1497	163 51 126 92
1498	72 175 125 59
1499	6 194 66 50
1500	147 175 52 150
1501	138 18 57 64
1502	64 38 107 2
1503	182 179 107 169
1504	30 122 54 92
1505	177 9 61 103
1506	44 191 156 74
1507	183 156 25 42
1508	71 55 8 36
1509	47 185 36 12
1510	83 77 163 30
1511	16 80 45 145
1512	39 61 105 52
1513	186 33 135 177
1514	160 13 27 16
1515	92 89 26 40
1516	78 118 142 185
1517	149 119 26 158
1518	129 73 105 191
1519	84 164 36 26
1520	77 165 140 128
1521	16 41 80 166
1522	29 150 60 149
1523	110 28 161 150
1524	155 74 117 139
1525	92 11 187 76
1526	193 102 105 35
1527	122 19 90 35
1528	125 193 39 133
1529	175 167 37 102
1530	190 121 158 9
1531	192 21 100 115
1532	145 152 110 44
1533	9 123 20 116
1534	44 133 145 83
1535	69 134 138 192
1536	77 20 37 183
1537	126 20 27 161
1538	3 154 138 66
1539	3 19 112 162
1540	75 20 87 59
1541	141 109 26 192
1542	195 172 103 43
1543	184 27 164 186
1544	52 22 54 25
1545	187 80 88 112
1546	125 153 131 197
1547	5 139 145 29
1548	94 45 112 169
1549	17 188 14 49
1550	188 69 27 189
1551	192 197 137 115
1552	139 70 177 124
1553	141 60 139 42
1554	52 18 7 21
1555	117 139 138 109
1556	89 78 54 110
1557	49 163 140 183
1558	200 40 121 104
1559	41 34 82 81
1560	161 129 80 180
1561	179 105 159 82
1562	167 11 18 140
1563	91 121 181 159
1564	159 100 50 97
1565	166 35 143 195
1566	67 97 184 54
1567	28 145 73 32
1568	171 178 39 99
1569	156 43 16 3
1570	53 77 169 76
1571	112 105 66 104
1572	64 48 197 76
1573	3 105 94 59
1574	2 88 27 109
1575	4 198 55 161
1576	188 163 38 138
1577	36 175 49 195
1578	158 25 198 192
1579	129 172 109 52
1580	163 127 197 178
1581	130 79 140 23
1582	138 39 145 89
1583	141 187 198 151
1584	60 91 71 109
1585	36 108 129 62
1586	75 102 195 77
1587	159 196 139 96
1588	33 95 37 62
1589	162 37 175 111
1590	164 60 184 21
1591	79 172 171 145
1592	123 142 169 141
1593	147 88 98 190
1594	114 69 143 30
1595	79 132 3 48
1596	196 66 165 149
1597	26 2 34 54
1598	152 67 69 126
1599	191 132 79 134
1600	158 119 86 88
1601	64 70 36 149
1602	11 93 74 151
1603	7 65 92 155
1604	144 177 75 112
1605	145 28 78 98
1606	195 10 168 83
1607	71 184 182 185
1608	68 109 43 63
1609	58 33 86 185
1610	178 89 98 20
1611	144 118 109 70
1612	78 75 45 25
1613	36 23 48 82
1614	171 199 28 17
1615	144 139 125 17
1616	173 3 130 94
1617	199 46 49 132
1618	165 112 48 159
1619	161 174 143 7
1620	92 30 61 198
1621	139 24 161 194
1622	120 121 180 113
1623	32 164 15 154
1624	18 183 147 142
1625	132 179 45 31
1626	172 86 94 162
1627	5 107 143 32
1628	111 56 86 3
1629	176 196 145 116
1630	160 101 8 122
1631	41 99 17 104
1632	2 197 159 7
1633	143 24 4 41
1634	28 157 96 113
1635	18 98 5 33
1636	42 103 23 108
1637	76 21 47 148
1638	85 13 190 94
1639	114 175 130 73
1640	72 182 5 103
1641	85 113 81 33
1642	152 178 115 144
1643	110 21 133 9
1644	11 160 199 147
1645	176 60 39 27
1646	13 183 102 190
1647	110 115 122 43
1648	151 105 154 142
1649	102 184 60 145
1650	95 71 161 19
1651	2 121 44 116
1652	107 169 66 16
1653	147 54 51 160
1654	40 18 194 172
1655	38 97 46 93
1656	108 98 5 130
1657	33 142 71 25
1658	82 90 127 147
1659	138 77 117 167
1660	200 177 58 53
1661	34 18 71 198
1662	49 162 35 41
1663	176 29 188 76
1664	189 66 177 103
1665	75 133 132 138
1666	71 79 141 176
1667	96 28 59 133
1668	62 139 14 184
1669	198 28 167 137
1670	87 112 140 188
1671	68 66 117 29
1672	98 136 13 123
1673	33 74 32 87
1674	188 196 162 46
1675	142 156 176 84
1676	50 181 178 116
1677	162 97 26 141
1678	56 122 92 163
1679	89 92 52 79
1680	15 8 136 84
1681	100 85 156 116
1682	8 124 6 39
1683	58 107 179 119
1684	122 131 110 108
1685	33 10 167 36
1686	3 107 142 102
1687	40 193 45 199
1688	146 174 106 69
1689	109 140 27 114
1690	112 27 16 128
1691	30 22 75 185
1692	142 141 104 41
1693	176 137 161 92
1694	32 193 71 113
1695	37 147 149 142
1696	146 149 25 98
1697	161 118 17 79
1698	90 43 128 189
1699	168 63 76 158
1700	83 86 4 178
1701	158 63 9 112
1702	144 28 187 105
1703	35 6 37 164
1704	196 177 175 105
1705	112 108 25 84
1706	104 115 14 171
1707	20 168 194 121
1708	39 51 43 136
1709	160 86 149 25
1710	174 27 33 53
1711	9 19 142 52
1712	35 183 187 99
1713	13 74 163 47
1714	187 173 115 154
1715	16 138 84 124
1716	70 103 96 126
1717	67 61 6 116
1718	112 113 178 150
1719	17 146 9 128
1720	33 11 79 178
1721	54 60 134 76
1722	38 131 9 81
1723	138 85 181 128
1724	126 155 50 85
1725	156 42 72 129
1726	5 197 108 100
1727	52 130 85 2
1728	65 171 146 155
1729	102 198 108 15
1730	168 146 48 131
1731	132 49 47 71
1732	68 78 54 124
1733	99 158 63 195
1734	16 49 48 6
1735	124 147 70 15
1736	121 114 180 31
1737	139 176 148 66
1738	62 57 64 92
1739	121 56 102 71
1740	120 3 169 90
1741	22 168 48 176
1742	173 71 28 197
1743	88 163 72 27
1744	33 190 82 23
1745	45 168 93 99
1746	85 77 153 163
1747	180 190 32 22
1748	2 193 195 199
1749	12 10 78 111
1750	51 20 131 58
1751	118 62 30 185
1752	195 83 54 199
1753	68 123 2 25
1754	59 147 61 77
1755	174 42 22 51
1756	134 48 62 120
1757	136 189 15 73
1758	198 8 158 128
1759	198 4 90 8
1760	161 47 121 50
1761	63 146 93 33
1762	72 156 135 48
1763	75 126 170 57
1764	84 65 200 174
1765	96 131 181 168
1766	49 137 122 159
1767	111 129 166 127
1768	142 171 162 59
1769	58 88 120 57
1770	97 3 53 144
1771	11 55 44 132
1772	188 145 91 49
1773	43 18 72 93
1774	43 131 171 52
1775	94 113 155 187
1776	187 175 3 114
1777	200 141 164 77
1778	31 22 103 49
1779	119 25 134 124
1780	66 200 46 77
1781	85 21 103 117
1782	161 184 199 92
1783	133 2 27 120
1784	112 101 14 117
1785	48 111 144 37
1786	17 154 69 61
1787	118 18 149 62
1788	181 31 13 121
1789	162 186 15 177
1790	84 166 117 126
1791	99 98 4 162
1792	23 3 9 78
1793	70 20 93 101
1794	60 7 93 186
1795	185 175 88 148
1796	68 115 8 184
1797	165 85 138 181
1798	171 63 147 61
1799	99 139 200 46
1800	81 35 78 150
1801	163 113 162 79
1802	187 12 140 163
1803	180 134 175 178
1804	147 23 79 87
1805	192 6 55 191
1806	140 58 166 37
1807	96 23 180 85
1808	77 16 4 160
1809	161 44 52 178
1810	165 60 156 3
1811	176 179 166 109
1812	1 152 96 81
1813	28 161 142 156
1814	142 159 11 171
1815	78 10 136 39
1816	142 156 153 137
1817	26 147 6 155
1818	68 143 36 171
1819	3 100 115 57
1820	31 71 120 174
1821	44 112 122 140
1822	70 30 183 92
1823	58 175 80 69
1824	52 150 152 27
1825	91 22 191 181
1826	81 89 80 94
1827	52 113 44 179
1828	199 107 82 99
1829	2 47 188 76
1830	11 193 194 44
1831	35 28 132 167
1832	62 24 143 2
1833	8 23 176 164
1834	54 117 14 156
1835	127 92 170 30
1836	89 74 40 39
1837	156 19 142 147
1838	174 57 4 150
1839	74 71 110 131
1840	140 143 60 6
1841	11 64 105 158
1842	19 190 183 134
1843	130 189 131 180
1844	45 116 85 21
1845	138 4 51 65
1846	133 78 137 150
1847	197 170 145 37
1848	41 18 190 45
1849	198 72 89 133
1850	125 24 197 200
1851	65 187 178 183
1852	144 89 199 24
1853	173 185 114 30
1854	90 186 173 184
1855	85 31 90 163
1856	2 92 200 193
1857	22 43 83 198
1858	27 72 66 40
1859	24 117 6 165
1860	191 20 78 185
1861	186 155 85 86
1862	74 107 47 29
1863	116 176 28 124
1864	187 7 171 195
1865	162 166 19 144
1866	186 8 30 161
1867	187 121 90 15
1868	85 106 8 123
1869	43 99 150 188
1870	177 144 29 193
1871	147 35 51 38
1872	200 48 136 57
1873	161 197 62 142
1874	69 125 114 103
1875	26 92 150 45
1876	109 132 90 115
1877	21 77 177 53
1878	140 106 76 169
1879	166 44 46 13
1880	177 67 19 118
1881	157 172 69 89
1882	144 127 101 59
1883	20 175 63 26
1884	34 22 118 196
1885	15 92 20 122
1886	178 96 63 154
1887	94 75 153 54
1888	132 186 75 110
1889	186 160 170 100
1890	166 30 45 14
1891	171 30 107 96
1892	151 20 1 98
1893	177 58 194 110
1894	155 53 190 120
1895	45 69 21 91
1896	91 181 127 104
1897	177 158 159 45
1898	63 73 197 81
1899	30 173 50 37
1900	115 2 48 126
1901	79 146 8 59
1902	3 143 58 155
1903	142 193 151 38
1904	79 37 109 33
1905	122 30 198 41
1906	108 117 60 163
1907	134 71 167 29
1908	112 7 191 66
1909	120 37 65 185
1910	79 109 133 156
1911	193 11 23 167
1912	86 195 8 112
1913	131 185 130 183
1914	94 66 79 9
1915	146 109 107 175
1916	43 109 68 30
1917	53 151 21 24
1918	178 72 71 188
1919	122 171 112 104
1920	101 164 106 35
1921	68 95 119 27
1922	199 179 38 192
1923	197 130 89 100
1924	33 108 51 132
1925	154 183 114 180
1926	75 89 33 196
1927	59 109 102 157
1928	115 25 22 62
1929	69 159 83 125
1930	48 190 106 93
1931	148 24 142 121
1932	153 161 127 108
1933	118 14 149 162
1934	130 158 68 185
1935	183 70 173 52
1936	189 99 56 85
1937	41 1 61 98
1938	66 134 186 195
1939	46 103 79 86
1940	67 27 132 165
1941	188 131 48 27
1942	21 187 70 159
1943	26 145 87 9
1944	100 112 135 184
1945	50 121 176 163
1946	30 176 109 184
1947	96 129 116 197
1948	92 55 32 160
1949	13 20 69 113
1950	132 9 17 110
1951	132 22 159 25
1952	53 119 57 171
1953	79 174 124 7
1954	111 138 139 168
1955	35 116 19 93
1956	186 196 156 29
1957	145 67 181 179
1958	79 153 181 183
1959	174 159 17 87
1960	158 127 141 8
1961	77 200 70 110
1962	115 41 114 100
1963	12 192 98 112
1964	147 137 81 136
1965	63 38 106 32
1966	89 69 17 90
1967	27 68 47 11
1968	180 79 166 25
1969	190 91 55 8
1970	13 142 107 112
1971	85 32 139 26
1972	139 74 66 64
1973	28 59 125 162
1974	111 24 86 99
1975	18 35 195 65
1976	129 128 11 66
1977	3 25 15 74
1978	178 115 60 10
1979	157 164 148 33
1980	12 139 144 75
1981	181 142 66 185
1982	166 87 11 22
1983	52 82 1 123
1984	90 83 95 153
1985	3 164 85 82
1986	112 74 182 49
1987	198 147 108 66
1988	86 132 14 31
1989	41 120 173 143
1990	42 189 83 25
1991	125 59 188 166
1992	197 113 72 65
1993	47 124 156 87
1994	99 158 79 26
1995	149 7 127 22
1996	170 113 70 114
1997	170 71 167 110
1998	4 155 62 154
1999	135 190 50 54
2000	98 159 170 103
2001	99 46 62 82
2002	49 90 111 51
2003	6 41 152 17
2004	108 15 100 52
2005	15 124 81 100
2006	59 141 132 187
2007	104 56 49 136
2008	25 19 165 145
2009	77 87 116 169
2010	119 85 114 185
2011	49 99 151 157
2012	18 93 76 17
2013	105 191 92 146
2014	183 85 28 87
2015	126 31 144 41
2016	83 197 162 151
2017	60 52 186 75
2018	158 153 47 170
2019	160 29 141 56
2020	33 23 151 110
2021	104 144 78 193
2022	120 5 96 133
2023	58 192 150 89
2024	90 16 157 171
2025	46 23 90 154
2026	15 111 197 180
2027	73 85 110 27
2028	34 17 159 186
2029	40 77 114 50
2030	23 187 125 135
2031	80 139 45 119
2032	134 113 122 144
2033	77 5 78 56
2034	3 199 128 178
2035	9 39 93 87
2036	91 97 127 157
2037	10 124 149 3
2038	124 49 139 72
2039	32 131 46 185
2040	128 15 172 38
2041	162 26 126 198
2042	195 107 130 150
2043	147 70 72 79
2044	158 104 118 98
2045	159 162 125 80
2046	82 55 134 39
2047	48 152 40 62
2048	102 115 35 126
2049	182 106 150 49
2050	112 81 96 39
2051	122 194 35 112
2052	134 113 34 13
2053	118 38 65 99
2054	198 84 14 172
2055	76 65 97 61
2056	51 79 52 61
2057	127 164 12 50
2058	22 14 97 60
2059	41 7 62 49
2060	122 16 119 86
2061	179 49 175 122
2062	135 98 143 66
2063	12 168 165 138
2064	71 128 108 100
2065	120 185 103 83
2066	36 90 142 197
2067	177 19 58 127
2068	48 100 118 37
2069	187 132 85 11
2070	88 35 109 96
2071	84 69 157 20
2072	157 29 200 106
2073	58 52 32 9
2074	82 22 73 162
2075	70 153 63 90
2076	174 61 103 143
2077	177 5 191 6
2078	74 181 174 60
2079	97 47 83 108
2080	169 197 33 155
2081	32 191 105 28
2082	58 189 116 166
2083	34 189 175 2
2084	195 7 83 101
2085	27 120 73 81
2086	146 187 5 106
2087	145 22 50 82
2088	32 38 102 148
2089	64 156 179 2
2090	181 92 163 115
2091	131 117 84 37
2092	2 189 200 164
2093	166 70 158 128
2094	120 117 75 101
2095	88 61 112 2
2096	20 156 162 3
2097	68 185 81 155
2098	108 63 197 187
2099	164 32 157 95
2100	86 53 110 81
2101	147 200 109 126
2102	42 67 36 98
2103	133 106 9 99
2104	41 1 55 159
2105	157 30 85 139
2106	101 80 133 87
2107	169 130 6 12
2108	92 87 189 128
2109	71 49 104 19
2110	143 36 54 77
2111	140 87 25 14
2112	34 184 59 198
2113	172 162 140 46
2114	143 96 130 183
2115	197 102 139 87
2116	153 144 170 3
2117	4 164 74 86
2118	32 135 15 93
2119	111 52 133 64
2120	135 53 122 19
2121	188 125 41 160
2122	31 156 21 99
2123	45 58 135 155
2124	157 56 12 42
2125	200 153 104 191
2126	82 139 168 41
2127	37 150 95 187
2128	195 191 175 85
2129	166 23 96 53
2130	132 74 114 46
2131	18 111 187 33
2132	141 188 45 120
2133	181 162 44 97
2134	64 181 85 7
2135	118 115 192 200
2136	55 194 110 62
2137	132 130 139 33
2138	197 182 98 58
2139	111 189 112 6
2140	188 176 64 63
2141	8 160 197 198
2142	52 119 43 169
2143	38 137 154 177
2144	36 149 8 59
2145	121 182 113 168
2146	174 82 170 57
2147	152 186 84 30
2148	158 199 179 188
2149	128 24 31 123
2150	82 35 198 12
2151	8 71 19 85
2152	111 127 143 108
2153	198 111 44 33
2154	12 188 85 141
2155	141 95 183 3
2156	155 165 22 141
2157	89 49 42 179
2158	31 2 170 140
2159	62 197 184 178
2160	164 111 193 167
2161	192 128 21 167
2162	93 179 41 171
2163	114 63 27 179
2164	99 29 126 91
2165	14 23 175 54
2166	111 35 136 73
2167	14 194 145 76
2168	193 142 102 117
2169	35 28 181 43
2170	119 81 123 186
2171	131 98 140 136
2172	85 190 189 151
2173	132 195 102 70
2174	86 136 164 101
2175	7 198 24 33
2176	160 169 86 53
2177	199 28 11 35
2178	175 91 31 130
2179	100 122 159 40
2180	28 150 166 52
2181	198 69 98 95
2182	128 52 109 132
2183	79 176 70 172
2184	123 90 166 147
2185	20 57 101 48
2186	45 170 6 126
2187	79 174 164 163
2188	128 151 123 105
2189	66 194 27 5
2190	170 197 80 29
2191	4 185 111 110
2192	96 187 132 76
2193	158 141 67 126
2194	16 25 141 86
2195	188 100 53 65
2196	51 106 121 26
2197	13 128 94 163
2198	68 196 158 170
2199	9 143 182 198
2200	137 35 76 77
2201	72 194 24 145
2202	151 94 77 140
2203	56 190 1 91
2204	175 158 182 101
2205	102 181 166 86
2206	68 47 184 118
2207	70 116 5 16
2208	165 72 50 184
2209	199 189 126 124
2210	55 107 181 66
2211	130 177 168 145
2212	96 141 1 62
2213	72 200 83 143
2214	46 99 5 61
2215	172 94 68 47
2216	84 162 90 45
2217	146 99 97 148
2218	200 10 69 125
2219	13 159 155 96
2220	100 139 145 38
2221	58 112 158 177
2222	174 3 44 134
2223	83 126 80 74
2224	24 186 182 75
2225	183 151 149 125
2226	87 25 159 152
2227	119 108 87 79
2228	183 37 200 58
2229	75 27 129 126
2230	186 200 51 11
2231	127 140 104 115
2232	189 91 5 35
2233	149 97 200 13
2234	32 78 34 185
2235	183 128 19 190
2236	155 178 10 185
2237	3 74 169 126
2238	23 113 84 56
2239	151 76 194 14
2240	71 188 100 97
2241	194 104 7 100
2242	108 128 112 129
2243	133 191 70 88
2244	12 134 153 35
2245	163 183 86 83
2246	125 38 112 124
2247	149 7 66 146
2248	134 158 198 190
2249	195 73 140 36
2250	51 175 76 200
2251	79 37 40 175
2252	83 70 84 80
2253	132 20 11 56
2254	67 176 158 170
2255	139 54 17 74
2256	129 57 198 182
2257	159 35 138 164
2258	99 198 16 165
2259	125 167 149 54
2260	132 135 9 137
2261	188 14 16 191
2262	71 90 112 130
2263	131 66 195 113
2264	95 30 134 175
2265	137 13 41 191
2266	153 24 118 121
2267	87 138 128 149
2268	118 83 177 108
2269	26 82 126 196
2270	55 106 13 100
2271	87 184 155 187
2272	165 101 127 42
2273	42 46 151 21
2274	129 185 70 135
2275	182 185 93 11
2276	31 56 146 58
2277	53 105 170 122
2278	147 30 99 45
2279	13 56 73 69
2280	48 14 190 33
2281	83 29 49 185
2282	71 186 32 133
2283	159 160 90 21
2284	92 165 197 148
2285	49 53 59 142
2286	61 80 5 64
2287	101 16 137 166
2288	140 11 192 66
2289	110 15 1 184
2290	143 196 92 11
2291	1 76 128 39
2292	40 89 131 47
2293	18 159 91 177
2294	76 178 164 57
2295	83 106 63 113
2296	49 187 137 83
2297	109 31 78 140
2298	147 183 139 56
2299	118 139 127 186
2300	98 120 48 6
2301	47 6 120 102
2302	119 47 172 35
2303	100 45 92 86
2304	36 146 47 170
2305	40 163 199 83
2306	188 83 166 66
2307	113 179 199 194
2308	121 163 167 147
2309	148 139 95 32
2310	42 177 49 165
2311	183 49 192 102
2312	92 79 157 144
2313	111 10 197 159
2314	196 98 103 55
2315	4 180 189 1
2316	18 4 9 76
2317	192 91 75 185
2318	3 185 76 60
2319	47 194 151 34
2320	131 140 110 108
2321	195 23 196 72
2322	192 35 84 50
2323	19 5 146 99
2324	150 132 40 102
2325	27 143 200 26
2326	52 53 114 15
2327	102 32 60 28
2328	13 42 68 70
2329	78 198 16 56
2330	9 180 46 84
2331	39 27 49 144
2332	2 24 68 183
2333	87 97 147 185
2334	11 164 106 75
2335	172 148 99 19
2336	96 155 19 129
2337	55 61 92 72
2338	167 3 158 75
2339	25 140 73 114
2340	32 191 93 77
2341	192 179 143 63
2342	160 6 62 51
2343	30 172 113 56
2344	7 22 3 129
2345	150 11 16 132
2346	185 5 186 96
2347	84 91 96 117
2348	199 80 123 23
2349	28 159 58 7
2350	17 76 24 178
2351	43 137 80 133
2352	145 179 136 77
2353	93 142 195 63
2354	66 190 85 144
2355	124 189 161 164
2356	59 141 39 23
2357	25 196 56 171
2358	130 58 116 109
2359	41 75 178 12
2360	6 188 145 28
2361	116 39 134 184
2362	8 83 126 93
2363	147 122 172 188
2364	145 150 22 54
2365	118 109 129 151
2366	157 196 170 153
2367	83 176 146 167
2368	35 178 108 141
2369	102 42 31 28
2370	86 176 56 141
2371	128 173 138 14
2372	120 98 34 88
2373	95 164 186 103
2374	156 144 43 60
2375	51 186 37 116
2376	103 4 104 193
2377	166 87 200 179
2378	176 113 188 46
2379	141 128 66 196
2380	1 131 58 33
2381	36 86 26 39
2382	173 6 108 37
2383	145 149 66 68
2384	111 100 68 64
2385	171 18 4 148
2386	25 107 122 61
2387	56 184 190 191
2388	167 61 194 88
2389	141 199 68 198
2390	28 60 31 113
2391	4 7 56 170
2392	21 160 151 93
2393	93 70 18 170
2394	185 93 3 47
2395	95 153 55 200
2396	36 127 112 12
2397	44 181 159 2
2398	6 65 129 144
2399	128 140 174 56
2400	9 119 95 190
2401	112 27 104 40
2402	84 121 5 94
2403	157 72 132 122
2404	124 164 17 116
2405	147 84 148 56
2406	11 155 122 65
2407	200 43 145 101
2408	22 149 151 105
2409	66 157 74 149
2410	117 5 97 92
2411	174 164 187 50
2412	170 56 151 126
2413	103 38 126 199
2414	134 50 25 77
2415	180 198 144 120
2416	166 137 186 67
2417	58 124 34 159
2418	159 6 4 16
2419	139 37 137 140
2420	14 74 13 49
2421	32 200 83 34
2422	152 2 72 85
2423	135 180 73 39
2424	123 137 134 71
2425	46 119 171 38
2426	71 150 187 51
2427	165 132 91 161
2428	109 153 166 11
2429	24 185 108 162
2430	138 171 102 5
2431	135 189 165 81
2432	101 184 97 188
2433	27 170 73 88
2434	91 24 52 8
2435	199 112 23 132
2436	180 111 33 104
2437	165 67 84 99
2438	191 156 184 106
2439	150 199 161 108
2440	67 174 105 57
2441	34 132 15 54
2442	18 46 105 12
2443	81 153 195 59
2444	193 143 16 134
2445	193 37 117 187
2446	127 159 179 14
2447	122 172 55 133
2448	161 94 4 175
2449	44 167 55 103
2450	69 71 48 92
2451	158 147 141 89
2452	38 154 14 118
2453	112 196 141 22
2454	180 12 115 49
2455	92 51 137 181
2456	84 125 17 9
2457	76 68 139 130
2458	54 158 9 151
2459	195 114 19 136
2460	180 164 43 166
2461	54 110 70 131
2462	110 44 160 124
2463	22 98 27 40
2464	19 62 116 183
2465	20 139 104 75
2466	79 44 175 61
2467	96 63 54 198
2468	102 196 113 20
2469	70 165 192 156
2470	144 178 105 5
2471	190 121 24 55
2472	172 55 179 72
2473	171 34 42 37
2474	99 15 17 117
2475	62 176 45 23
2476	51 166 58 5
2477	22 185 116 24
2478	177 17 46 152
2479	108 178 195 200
2480	183 169 57 66
2481	116 13 171 114
2482	34 46 165 49
2483	7 33 197 22
2484	12 177 19 65
2485	13 63 30 117
2486	162 146 7 55
2487	156 16 139 127
2488	8 199 168 159
2489	164 114 72 3
2490	184 89 52 39
2491	168 106 157 51
2492	104 21 64 130
2493	82 99 121 130
2494	191 171 95 142
2495	109 127 87 182
2496	109 27 146 128
2497	143 195 151 4
2498	150 80 191 18
2499	169 158 4 147
2500	131 86 42 192
2501	196 38 75 6
2502	120 89 117 27
2503	19 115 3 25
2504	81 36 69 115
2505	177 142 4 188
2506	145 140 46 73
2507	29 130 150 72
2508	181 178 149 76
2509	139 125 14 68
2510	169 178 168 140
2511	165 59 124 117
2512	50 130 195 62
2513	103 80 14 128
2514	194 28 121 62
2515	154 11 159 34
2516	186 48 76 136
2517	164 64 130 123
2518	114 132 175 119
2519	198 146 132 139
2520	132 88 112 75
2521	131 113 56 189
2522	138 157 144 106
2523	133 135 74 13
2524	41 4 115 135
2525	61 82 126 176
2526	143 77 67 156
2527	19 48 69 120
2528	22 53 25 176
2529	45 200 36 92
2530	169 49 130 74
2531	153 131 130 1
2532	92 10 56 194
2533	113 140 71 174
2534	96 187 168 152
2535	175 173 80 124
2536	5 156 99 190
2537	132 18 86 180
2538	9 41 126 133
2539	188 194 162 68
2540	92 154 197 137
2541	30 180 165 112
2542	6 5 114 184
2543	46 75 98 18
2544	81 162 149 64
2545	151 125 129 76
2546	36 143 131 55
2547	29 161 197 154
2548	125 5 141 119
2549	164 115 116 176
2550	35 168 1 180
2551	157 134 171 8
2552	116 55 179 129
2553	22 105 96 47
2554	50 157 91 189
2555	81 120 131 77
2556	6 142 106 34
2557	108 65 40 41
2558	100 38 54 107
2559	81 3 124 52
2560	112 42 81 187
2561	156 11 122 154
2562	189 139 69 186
2563	15 20 200 70
2564	41 164 25 16
2565	181 128 162 13
2566	98 129 123 165
2567	59 115 54 38
2568	89 90 173 140
2569	115 195 189 111
2570	86 130 95 191
2571	172 8 137 135
2572	65 78 162 120
2573	84 195 37 119
2574	22 52 107 98
2575	25 172 178 44
2576	96 94 54 103
2577	31 145 137 172
2578	23 185 190 32
2579	175 120 123 47
2580	170 108 88 51
2581	109 185 46 75
2582	49 200 107 132
2583	77 102 164 36
2584	168 159 154 189
2585	33 179 102 22
2586	99 39 23 35
2587	25 198 40 160
2588	45 97 104 174
2589	60 34 29 75
2590	40 65 76 100
2591	57 38 10 13
2592	175 31 58 160
2593	57 60 77 46
2594	110 121 148 59
2595	154 122 65 27
2596	161 111 28 10
2597	125 84 179 59
2598	71 37 14 48
2599	34 62 185 97
2600	171 95 143 116
2601	103 44 179 28
2602	15 2 76 56
2603	49 50 3 34
2604	127 91 25 174
2605	51 174 170 67
2606	42 198 158 170
2607	100 31 7 94
2608	140 153 82 199
2609	141 11 2 71
2610	88 158 148 107
2611	47 53 10 89
2612	146 66 14 174
2613	176 163 173 187
2614	155 133 28 80
2615	162 143 20 169
2616	108 129 160 86
2617	42 6 184 185
2618	25 37 74 160
2619	69 200 182 94
2620	65 26 59 185
2621	186 86 197 85
2622	70 19 38 8
2623	108 167 190 151
2624	200 191 120 184
2625	16 159 32 6
2626	73 55 99 29
2627	144 131 94 126
2628	30 60 167 33
2629	144 158 152 175
2630	10 26 27 69
2631	58 159 198 93
2632	17 39 105 163
2633	62 71 168 82
2634	157 126 77 181
