Students	144000
25390	6484 2312 8052 4687
25391	13410 15469 5504 1422
25392	6376 14861 15606 11570
25393	10479 4802 12878 12722
25394	2491 7216 10348 10515
25395	8885 6170 2779 13573
25396	4996 7329 603 5426
25397	920 17315 11543 609
25398	8006 4831 7267 3200
25399	12306 1190 12043 130
25400	12523 2582 8037 8926
25401	12769 9820 9370 5219
25402	14959 973 7536 11882
25403	1757 16575 11260 1080
25404	16480 13099 9824 17337
25405	6072 9084 748 9267
25406	16666 10260 125 8221
25407	16073 14859 14726 14228
25408	1045 12135 11110 13777
25409	17879 4109 1569 5499
25410	7963 14373 10066 13455
25411	16503 13196 3817 5758
25412	15919 14396 10397 13520
25413	9220 7717 3988 10992
25414	14046 1744 523 15121
25415	7646 16291 1065 10007
25416	9692 6417 1001 13875
25417	6960 8789 15919 10698
25418	12236 13377 16898 12428
25419	17511 5964 13989 17610
25420	5189 13614 6880 8922
25421	7652 13229 12930 17592
25422	11401 15986 1265 9783
25423	9053 7662 11589 3633
25424	10774 1442 6376 16850
25425	14976 16234 12694 9326
25426	255 4152 5926 16504
25427	16043 6741 10923 1838
25428	2081 14596 15896 153
25429	10869 4917 664 9755
25430	2271 17694 9362 7201
25431	8611 13841 13677 9696
25432	7160 8726 16095 13457
25433	6952 4883 16144 12234
25434	11427 16947 394 17847
25435	6331 7166 5139 17305
25436	8504 3579 1574 211
25437	3349 8800 10400 4052
25438	1509 13147 10813 17041
25439	7175 5995 16502 7821
25440	9939 3044 7647 14025
25441	10506 7557 10997 13904
25442	8207 9608 15294 6480
25443	7216 12253 3897 15554
25444	8853 14021 8219 6896
25445	6104 7066 15015 763
25446	17720 15902 17864 17132
25447	12411 11438 4078 8353
25448	14741 14577 15301 5089
25449	9674 8284 10306 1058
25450	12110 5724 731 14133
25451	2322 12754 5171 13409
25452	7541 14319 13210 3924
25453	12016 4527 6460 1520
25454	4113 17638 9742 15909
25455	8127 4746 1401 10120
25456	3733 12442 12995 15232
25457	5015 635 15650 17590
25458	6655 8411 7276 17530
25459	3772 13273 3213 138
25460	6694 5395 13119 3735
25461	1970 9081 6 15773
25462	12775 9119 9861 14805
25463	15620 3129 12695 3249
25464	265 2599 16944 11111
25465	15018 564 4691 6812
25466	12212 4720 6285 16127
25467	14439 17142 14728 2191
25468	5016 13179 10060 14995
25469	14775 7184 16349 11075
25470	3348 6303 2515 5578
25471	4085 15058 2763 8072
25472	5192 7145 2980 10685
25473	9785 4754 9072 16028
25474	17768 15685 4199 5291
25475	5741 13050 8650 8503
25476	8805 2967 15268 15795
25477	9873 15324 14569 14187
25478	17129 578 4037 11595
25479	1045 13150 2432 15085
25480	3854 5994 7612 8634
25481	2016 11482 3681 16423
25482	12603 3000 9823 15928
25483	9974 8440 513 17378
25484	10149 12663 6899 13544
25485	17832 512 932 12005
25486	5579 4133 9439 2051
25487	15831 12315 5112 14993
25488	16719 11933 7820 10979
25489	16271 4974 12252 13274
25490	886 1331 7581 13549
25491	12180 10648 14431 15930
25492	13273 9906 13056 2560
25493	11638 2772 16554 3306
25494	6246 1458 3532 12141
25495	1095 10157 5438 1809
25496	4696 64 2569 7888
25497	17527 2286 6328 5481
25498	8180 17261 17740 7796
25499	10558 819 11677 9103
25500	10059 4078 5049 8350
25501	11772 643 12905 12311
25502	9108 13978 9516 10174
25503	5368 14632 9033 12038
25504	16108 6629 17054 1689
25505	6028 9680 2570 1422
25506	16860 9863 621 3394
25507	2413 17561 10857 17260
25508	3725 8193 5874 11594
25509	2068 14691 2175 1078
25510	8322 16828 4050 6632
25511	3650 5968 4360 10925
25512	8326 10220 2670 9065
25513	17413 5512 7423 10119
25514	1454 15912 9780 17566
25515	12647 17372 12702 15339
25516	17670 3675 8920 12816
25517	7376 8023 5486 13704
25518	14393 4746 13798 174
25519	9044 3838 13680 12769
25520	1073 365 1709 10461
25521	1146 12631 16123 16735
25522	885 14730 9168 10881
25523	11780 6820 8440 2582
25524	8480 7011 3909 12760
25525	17996 6813 5956 3354
25526	17753 111 6454 3587
25527	6430 14794 16111 12316
25528	12392 8505 9782 17667
25529	224 17279 3071 5384
25530	2640 9656 11268 10554
25531	2522 5476 8789 13838
25532	16106 13294 11051 7447
25533	3920 17835 5616 17109
25534	2756 12111 17240 14685
25535	5170 12961 3785 6215
25536	2270 2347 12969 16612
25537	11181 13507 2544 2266
25538	7843 11156 5205 3188
25539	13877 10611 12538 9424
25540	2196 5641 6436 6943
25541	9845 4005 15178 9636
25542	3092 10036 15880 13143
25543	3865 16981 119 5549
25544	12939 12608 10695 10348
25545	1378 2091 764 4119
25546	16246 2566 7837 1964
25547	11783 8649 13739 12574
25548	15597 3503 17648 14814
25549	15988 16925 3655 14671
25550	9600 9717 9054 10288
25551	2137 2222 13168 12436
25552	10825 15128 15335 9223
25553	2585 6960 8323 16990
25554	12137 5462 12823 9273
25555	5302 6378 2492 17441
25556	10022 14852 2606 13272
25557	5683 9447 14830 17332
25558	9517 12089 9329 16831
25559	14462 17241 5098 5696
25560	15180 9385 1540 13263
25561	1846 10134 15949 16336
25562	14157 1670 8660 9797
25563	15337 917 4339 681
25564	6874 9247 6631 17029
25565	14773 3226 9580 4249
25566	4118 887 5562 9541
25567	5036 9510 12748 16593
25568	358 14372 12297 13735
25569	16640 12163 4634 17429
25570	33 8901 2706 3033
25571	4899 5442 5256 9603
25572	247 10795 12740 6834
25573	9782 8304 1051 2508
25574	13791 8476 15782 13868
25575	4679 17391 14300 15646
25576	12772 8874 16706 4914
25577	3328 11079 1105 13098
25578	3226 13028 6174 12260
25579	13902 13672 5248 11890
25580	9073 13982 16169 3714
25581	17887 9679 5680 8426
25582	7509 6820 15549 5511
25583	4780 17379 1050 15507
25584	7506 5119 14495 15045
25585	3887 16855 7654 3778
25586	12493 17986 7104 6961
25587	3505 2108 11540 1888
25588	15453 1395 8117 4902
25589	13670 11900 17080 13137
25590	17726 10572 2793 17932
25591	15287 11590 11278 2919
25592	7593 12814 253 3494
25593	17939 2373 13313 2891
25594	7361 6312 12311 17674
25595	12991 15035 16380 12472
25596	14134 324 3724 6472
25597	3666 6658 11758 8005
25598	17687 5306 10119 14811
25599	7720 4526 9220 14728
25600	955 10561 12391 11103
25601	5061 15895 5386 8534
25602	12517 17318 5312 2307
25603	8187 17277 4435 5471
25604	2163 7244 15268 13653
25605	11694 16391 13704 14854
25606	2145 15879 1602 4452
25607	4245 4074 14144 6982
25608	16015 5661 5833 14732
25609	8390 14047 8328 4503
25610	112 9889 9225 12881
25611	6415 9715 16791 9675
25612	7701 5189 15593 11858
25613	9980 6896 10821 6016
25614	10500 17923 5046 9129
25615	15764 1783 2527 12093
25616	6959 11299 7429 17005
25617	12518 308 14980 17622
25618	8979 4922 11651 5732
25619	993 2557 10555 11409
25620	4994 10994 8764 15388
25621	3070 1942 2206 11206
25622	11346 7477 2730 6384
25623	66 13390 6331 17064
25624	7680 4108 5100 2241
25625	12669 10007 17151 6402
25626	3762 12395 12523 6152
25627	268 17373 9060 2667
25628	12524 17437 946 4849
25629	3533 12906 5286 6211
25630	17437 3745 3626 13264
25631	10999 8602 2382 3797
25632	5368 15121 11703 1591
25633	16172 4832 557 4020
25634	4965 4070 5945 6472
25635	10192 877 11668 15836
25636	5304 1248 6511 14252
25637	16446 8397 13807 6405
25638	8063 11986 90 16504
25639	7690 9139 15851 16466
25640	10778 3101 6630 6362
25641	3220 9838 3104 2611
25642	12910 12824 12992 2599
25643	5431 1481 14179 9970
25644	10358 6012 8370 16816
25645	5678 4906 5669 14075
25646	9843 9548 16037 9658
25647	16806 4038 14838 12956
25648	10153 5260 16125 8540
25649	17921 15972 11532 1890
25650	4611 7619 12501 15990
25651	6022 5594 4834 13650
25652	16345 2952 7536 14459
25653	12953 17453 9619 8580
25654	2931 16 3585 2179
25655	8846 15206 1055 13381
25656	5818 16355 17336 15511
25657	2632 17100 11400 15086
25658	12563 3100 12827 2078
25659	16559 686 16932 11403
25660	12364 6589 8907 15992
25661	6715 5244 5788 6320
25662	3635 514 11185 9431
25663	1482 16240 17610 14667
25664	10432 1168 17089 11967
25665	14586 10545 1433 5202
25666	6442 16831 3584 14138
25667	16929 4108 13036 14701
25668	2911 4293 6282 3006
25669	9766 1337 11090 1530
25670	8449 7122 2214 14662
25671	2929 1499 10895 4206
25672	3908 13374 8386 4022
25673	5812 6128 17214 12592
25674	722 9159 12359 1601
25675	13578 12669 5786 2521
25676	8009 14712 11598 447
25677	10706 3319 16459 12891
25678	6508 1437 17062 1912
25679	2362 16435 5575 9579
25680	5995 15783 11637 10513
25681	3334 16728 11227 14862
25682	1206 12713 5400 7814
25683	16317 7971 10316 10484
25684	3492 14084 11398 8900
25685	10157 11979 951 10971
25686	15441 7262 3675 14868
25687	16365 14184 7678 13354
25688	3526 4971 11613 10498
25689	14671 3331 12258 14083
25690	15470 10535 1287 2242
25691	3677 8506 17269 17555
25692	8466 9437 3523 5555
25693	12775 11007 13690 5468
25694	5655 8427 9598 16670
25695	2429 15414 4788 11951
25696	11329 17292 15126 17951
25697	9616 17610 15139 337
25698	10219 3842 10571 4120
25699	11787 15502 13412 17325
25700	4921 15662 15029 4876
25701	10054 4683 8665 13294
25702	10020 6749 6469 9657
25703	8479 4425 334 11575
25704	5799 7277 4439 4651
25705	5308 10991 5852 16574
25706	4562 8430 8401 2545
25707	13806 5533 4860 12850
25708	4517 17479 2339 7965
25709	16918 14586 17383 6465
25710	13976 13116 4015 10056
25711	9444 2518 991 6224
25712	10143 3405 11395 4271
25713	11596 3240 4977 9788
25714	2195 6695 3116 6021
25715	12884 14891 15891 16072
25716	1526 15279 2608 11616
25717	9098 8303 2371 10815
25718	13050 16709 12503 12623
25719	15867 3614 2169 763
25720	16277 10269 15284 10651
25721	7687 7558 12497 17522
25722	5508 8303 11817 14437
25723	15666 703 372 6804
25724	948 1851 5328 14074
25725	4309 3154 12528 4536
25726	12790 13360 6681 8226
25727	13556 15128 16619 16076
25728	4396 8118 15426 3282
25729	13084 9175 6952 14687
25730	12590 12481 5926 12504
25731	3339 9819 16782 4286
25732	4780 4993 3147 8474
25733	8199 11917 1334 3526
25734	16111 12034 8193 9371
25735	13266 15113 11127 13276
25736	15206 4781 17488 970
25737	9819 6457 7945 5701
25738	6166 6946 15700 11628
25739	17208 16449 9837 8312
25740	1457 7005 14929 8995
25741	14106 1562 903 573
25742	7053 10450 7463 2680
25743	3429 14646 12317 15996
25744	13818 4980 14518 8706
25745	12965 15526 13002 10953
25746	15435 12468 6747 5233
25747	7818 13564 17715 16927
25748	3451 2063 26 10692
25749	11590 18000 12893 1346
25750	11960 2836 4068 17304
25751	12918 488 12552 7746
25752	4308 14021 7721 10729
25753	10447 11378 15776 10581
25754	7829 2063 5496 8527
25755	14619 7047 3888 3697
25756	16045 2478 14788 32
25757	12760 17829 3267 4212
25758	13064 10812 12578 12293
25759	4854 985 8940 9341
25760	7940 12866 3945 776
25761	15134 12515 6613 16575
25762	15679 9817 14657 11711
25763	1159 11612 6551 7546
25764	254 2839 8289 7124
25765	15389 10098 9904 4876
25766	11493 2408 6875 5903
25767	6445 14245 4442 3398
25768	4053 3594 16905 4543
25769	4226 12081 462 12201
25770	2808 6352 15656 17643
25771	2826 3473 2650 2160
25772	927 1035 4292 10645
25773	1818 13071 12061 16832
25774	14683 14214 9951 5851
25775	15873 5555 16073 2906
25776	4616 8239 9128 13326
25777	6926 16514 11142 1740
25778	2023 17911 13041 10935
25779	2122 773 17521 3973
25780	17000 13160 12428 10456
25781	649 15003 2692 8648
25782	11212 17670 14180 1514
25783	1213 1068 9216 2862
25784	1437 12015 17625 17868
25785	7404 2692 16951 17551
25786	10528 12087 3872 11502
25787	8483 10770 3119 13710
25788	923 1307 1613 6923
25789	4231 1923 2606 1057
25790	14043 6472 11067 9080
25791	396 16745 1031 3983
25792	11050 3921 4296 7393
25793	14047 601 16640 3457
25794	12257 9181 7076 5556
25795	9631 14786 15859 16508
25796	14244 11238 16681 3925
25797	2923 7424 7495 8880
25798	1184 8132 13474 16630
25799	7206 11553 17969 9485
25800	10254 15728 16049 14844
25801	16003 4502 4727 15444
25802	10109 14193 17798 15046
25803	1469 17905 1049 13608
25804	8363 6939 15251 8558
25805	1162 13463 2796 16760
25806	14761 10652 7323 182
25807	12321 17918 6379 3932
25808	5321 6356 15658 1309
25809	16007 9606 1171 10688
25810	5105 12443 3704 8538
25811	15516 10436 2934 4611
25812	13443 5059 9818 542
25813	6311 17165 1414 15724
25814	13504 11345 3773 1670
25815	10391 8446 11232 13153
25816	9873 14624 4341 2644
25817	4503 3266 392 7897
25818	3457 1831 6283 4548
25819	8879 12131 17335 1309
25820	6489 14229 2070 6311
25821	17294 2638 5298 1562
25822	9651 16778 2881 7869
25823	154 11889 1931 2238
25824	12410 13386 13064 7296
25825	10051 9660 10641 15975
25826	6552 16722 14111 16314
25827	3762 10162 17891 10087
25828	7596 4268 6434 16811
25829	4025 6795 7858 16023
25830	13260 2857 3726 17269
25831	4591 1380 2234 16596
25832	14515 14057 7577 6316
25833	1023 17002 12731 10006
25834	10850 8474 13099 9016
25835	17521 15852 2903 9893
25836	17350 4270 9843 9984
25837	12629 184 10250 5838
25838	8940 6036 16025 15893
25839	12124 13915 11269 17083
25840	4720 16509 4171 8567
25841	7590 12244 9110 17562
25842	8693 5586 6710 4444
25843	8249 15169 17780 6780
25844	2404 14570 2740 14951
25845	9441 5824 6493 12558
25846	9995 12668 10215 15058
25847	9849 6107 12661 12209
25848	3028 11363 9165 12132
25849	4999 6292 10290 323
25850	17031 4490 15166 104
25851	6908 1977 88 12014
25852	10208 11598 293 10892
25853	12805 15051 456 214
25854	979 15481 13013 16082
25855	9808 13181 8748 10404
25856	5109 7654 7115 12915
25857	17134 4736 3626 8027
25858	17062 13972 8615 17777
25859	12996 13040 14194 6761
25860	7913 614 8854 11617
25861	17657 15374 9685 13801
25862	11670 12187 15459 944
25863	5303 8241 16913 17364
25864	15158 4880 6756 5433
25865	17372 5077 3445 1733
25866	11787 10223 17287 2519
25867	4755 11790 2522 10335
25868	12433 17327 630 2834
25869	9896 13331 11086 11574
25870	7453 9236 8428 11872
25871	10246 10787 1005 15461
25872	14410 8442 9668 2813
25873	13723 11466 11536 3408
25874	12475 9523 13621 13105
25875	911 7848 16401 9019
25876	16671 15392 13591 11117
25877	7549 7359 17456 10172
25878	1125 3683 10621 4899
25879	10551 3490 16868 6226
25880	330 7458 664 12973
25881	3264 3956 4975 4832
25882	17046 15567 7370 10927
25883	2969 7305 17521 6464
25884	8910 8797 7598 7561
25885	11720 9674 5870 11559
25886	17100 6206 8034 8341
25887	16562 8232 4972 16902
25888	15458 13961 4911 16008
25889	2859 15256 14318 4826
25890	7367 12410 2682 12324
25891	7027 763 14984 6647
25892	4372 10128 7758 15139
25893	2329 151 12920 8784
25894	7045 6244 11905 1240
25895	9522 6392 13140 8066
25896	12922 10485 4778 5766
25897	3164 17990 13135 3801
25898	10460 12055 6160 1368
25899	4146 16129 6964 10402
25900	7933 7716 4010 14750
25901	5645 1219 9799 7567
25902	13918 14275 10131 6740
25903	7082 402 12384 15324
25904	17615 13028 13399 14618
25905	16935 9475 5898 619
25906	16628 3668 4892 8090
25907	14251 11170 5967 16532
25908	7011 8672 11937 967
25909	8600 12760 16242 697
25910	17422 10228 1167 13413
25911	4844 9553 16837 12074
25912	16038 6400 7982 4431
25913	14605 14994 17225 788
25914	15493 11430 13467 1155
25915	567 10824 12685 475
25916	3609 12800 15795 16472
25917	16898 14015 12319 12260
25918	9881 5017 11403 3530
25919	953 9059 12790 6340
25920	15798 12957 1824 10727
25921	8171 587 9471 8963
25922	14944 22 959 17978
25923	15607 12274 1461 5550
25924	4531 16393 784 12200
25925	13913 5504 17075 4675
25926	5517 8224 15012 7275
25927	4715 1383 11824 2677
25928	13784 15712 12069 9041
25929	4350 10342 7668 14780
25930	16009 14734 12894 1289
25931	11686 8770 16351 13775
25932	14756 917 11533 10164
25933	9371 9944 1028 17563
25934	10152 897 17278 11910
25935	2265 12820 3058 145
25936	7998 14831 4182 16479
25937	16043 15198 8827 17001
25938	6630 7220 11188 17142
25939	8981 15217 8788 1247
25940	6978 5570 11817 1981
25941	6826 5185 1513 7430
25942	14320 12501 4402 4878
25943	14269 6333 11480 17353
25944	8048 10516 2157 5462
25945	15071 4259 8578 4983
25946	1362 3878 17066 17366
25947	130 14521 1850 7102
25948	2307 4731 4500 6099
25949	6924 14145 17879 9167
25950	794 4979 2778 15857
25951	2666 7651 1393 9577
25952	17314 11264 13443 16676
25953	15215 3606 10173 14469
25954	9975 13863 7956 1470
25955	14364 13685 14124 9036
25956	1145 13287 6706 4708
25957	1456 762 1538 16379
25958	11522 4967 4757 4755
25959	13449 3628 11959 10942
25960	13769 4513 11606 12206
25961	6533 13627 6833 14696
25962	15982 9733 9358 10982
25963	8190 2673 4177 10403
25964	7208 14843 15209 3358
25965	3198 12941 3869 3527
25966	12985 7127 3873 653
25967	6485 17850 11841 6681
25968	10471 6671 3710 17875
25969	1972 17850 452 13826
25970	10073 7732 12694 1245
25971	5596 5021 6627 5881
25972	9729 9821 7064 6261
25973	12541 5525 4965 8895
25974	966 17622 4559 14696
25975	11373 12510 3950 12462
25976	6715 3526 11431 5771
25977	7271 280 11647 13694
25978	15464 4702 16126 13645
25979	10816 13219 815 14708
25980	4816 12432 2449 6300
25981	1915 258 8242 17371
25982	11730 12716 15333 5921
25983	6346 3533 11297 9780
25984	849 6038 10892 11978
25985	13147 16257 168 2878
25986	6165 14623 17362 9301
25987	8612 15836 7078 10490
25988	10977 5540 742 16720
25989	16993 15769 13890 12059
25990	12620 1515 16458 17040
25991	15204 1966 6936 16427
25992	1759 14517 2224 12490
25993	777 1802 10645 15095
25994	15154 15801 3429 3182
25995	7113 17416 5624 8574
25996	15805 6401 14826 9531
25997	7690 10552 6185 5697
25998	5073 3833 1086 3159
25999	17294 6619 13022 13031
26000	12009 8183 1864 16334
26001	5561 14493 12707 9906
26002	9475 15672 430 3684
26003	6183 6121 11011 14001
26004	6837 293 14614 3588
26005	9953 9967 17640 6911
26006	7035 6197 8871 10451
26007	3521 2970 17955 4657
26008	9655 5107 2564 6876
26009	14180 14829 2432 16748
26010	9239 8246 12267 645
26011	8331 4142 5223 1020
26012	5563 3019 4807 5379
26013	3334 12233 9024 2275
26014	13811 12982 17066 11770
26015	7408 13321 8645 10494
26016	9715 3533 139 10332
26017	9945 7113 14162 11291
26018	9550 13187 1355 10807
26019	9163 11857 8351 5177
26020	5610 9303 11873 9507
26021	11355 6444 6216 17203
26022	308 3677 4089 2207
26023	12185 9219 859 8594
26024	16311 11590 5935 12468
26025	13426 8843 15666 1102
26026	2334 7523 10300 9723
26027	12364 16759 7875 12971
26028	4090 16060 7258 13861
26029	3664 3585 16923 12651
26030	9707 3290 14571 3599
26031	12924 1128 4680 6697
26032	464 12381 28 2497
26033	1379 1605 1651 5645
26034	17094 10982 1561 11110
26035	6232 4129 7546 88
26036	9101 3558 9818 4486
26037	4975 17554 6243 4650
26038	13545 4878 879 4977
26039	8711 8366 6071 14116
26040	2566 17455 14144 9174
26041	960 16478 6630 11587
26042	9568 9974 84 14647
26043	739 14477 6872 1195
26044	14405 9451 16485 9152
26045	5804 5196 12080 1649
26046	2203 5214 8113 9963
26047	5854 8293 9529 13698
26048	8507 1664 11311 12083
26049	8221 2944 10141 2435
26050	3310 17198 7916 11218
26051	8140 4734 10205 4308
26052	4264 16706 4149 12613
26053	7989 8347 13415 2684
26054	8825 589 9587 2110
26055	5135 17760 6851 14852
26056	4467 16400 3234 7121
26057	9909 12310 13308 17488
26058	7178 5879 5794 601
26059	12114 8208 2423 2740
26060	15439 6408 11777 12562
26061	16000 2877 10424 11369
26062	3631 5742 13776 17188
26063	100 9819 6997 16651
26064	3376 4221 399 1174
26065	9538 2636 7771 15110
26066	5738 15644 14712 12599
26067	6451 8293 8228 15599
26068	13359 4447 5754 9285
26069	1036 3750 1447 2703
26070	9663 14925 1746 7415
26071	13384 16681 10051 15998
26072	16038 7851 1902 16997
26073	12763 12165 7952 17325
26074	13588 7030 10458 14626
26075	4272 2936 10032 13879
26076	5443 5087 5448 10003
26077	8918 3087 9814 13696
26078	16928 4102 10063 10637
26079	81 13946 6297 15871
26080	11912 8569 16004 9277
26081	17038 8273 11676 4729
26082	4587 13619 6141 2723
26083	8790 16866 3448 13102
26084	4600 14424 10005 2920
26085	6765 2236 7516 6825
26086	9971 1278 8172 3445
26087	5146 9075 9376 6629
26088	4564 14979 12415 6900
26089	14558 14911 6155 2727
26090	13004 6814 5679 15034
26091	8612 16573 1388 17545
26092	13881 6718 5372 17956
26093	17457 2857 14734 1295
26094	9848 17964 11256 5248
26095	7846 1136 6565 1396
26096	785 15163 13302 4414
26097	17502 5574 10305 8087
26098	1579 4244 17277 4718
26099	6580 7057 13757 5028
26100	5303 616 6543 13183
26101	10898 2002 6213 13139
26102	13524 12772 5573 10281
26103	2238 792 15142 8512
26104	2361 17217 8025 7681
26105	6553 2759 429 16814
26106	9500 16797 9870 13312
26107	1147 13322 11749 15274
26108	9834 12253 32 9950
26109	11053 215 11494 11117
26110	1676 4147 1266 8565
26111	16697 11561 1865 4054
26112	15524 7170 6599 8726
26113	9715 14943 16245 344
26114	13287 5295 1552 5532
26115	1296 9633 11748 8845
26116	3541 2234 11574 17707
26117	13787 13636 3989 5457
26118	5919 17223 5652 14812
26119	9476 17322 16541 3427
26120	5053 13282 6885 6790
26121	14417 62 6269 1066
26122	13604 17796 977 4529
26123	11996 3536 17825 9640
26124	12902 5507 2054 9526
26125	12486 9109 1921 8399
26126	10439 17825 15987 6271
26127	9306 3087 8704 7026
26128	43 15733 10500 12562
26129	9901 8508 15546 14149
26130	14968 12530 8736 14585
26131	17200 13626 11845 17970
26132	16289 3109 14657 11311
26133	14467 5300 12100 1569
26134	3041 4588 4707 12523
26135	6041 30 2394 8973
26136	345 16686 6465 8623
26137	6909 10615 4733 6707
26138	15387 5466 15712 10251
26139	5378 4083 166 9198
26140	10601 12801 6253 7710
26141	3184 6829 5562 9168
26142	4619 16227 14149 6222
26143	14333 1765 8035 5912
26144	16660 9739 3571 1076
26145	7649 11677 11538 11269
26146	14904 11518 7413 936
26147	10591 955 17943 8956
26148	79 11586 1998 15720
26149	17214 14396 6057 15988
26150	14025 8923 9740 17775
26151	13353 12895 4417 14889
26152	1303 1756 12471 9369
26153	7058 13452 15506 14579
26154	16054 4377 1278 17940
26155	16106 3207 10041 1924
26156	6266 5104 6171 10985
26157	13036 11933 12381 9240
26158	3368 8850 4674 14979
26159	5549 4809 17774 1293
26160	2630 6086 4507 3324
26161	16348 11186 1158 10714
26162	7241 11976 17963 14932
26163	17546 3527 11536 7184
26164	148 918 2236 3790
26165	6602 11745 15572 9209
26166	8718 8837 15055 6589
26167	5439 3743 974 13867
26168	12126 16156 256 12350
26169	9846 17144 12480 11519
26170	10025 14594 13600 14870
26171	2583 1886 6829 5148
26172	17449 2675 15121 3757
26173	16692 4672 11951 7725
26174	1221 14156 16526 843
26175	3452 14092 7802 13796
26176	17165 4455 8801 1859
26177	2119 11644 9770 5367
26178	1324 14589 16038 8373
26179	167 2857 16357 13049
26180	16091 16156 10739 8225
26181	17062 4256 3008 3458
26182	15642 12450 1366 7928
26183	3798 1987 5346 862
26184	16422 9898 6739 11873
26185	12390 10601 5824 17236
26186	7530 16759 6053 8532
26187	10295 5695 5902 12005
26188	6821 4207 1724 5334
26189	14375 13910 9157 17028
26190	5305 2784 1069 5388
26191	1387 2126 17484 13663
26192	6962 16571 1904 8828
26193	15244 6584 4488 9109
26194	1538 347 2542 1168
26195	3322 14172 5510 4654
26196	16005 15546 8395 799
26197	8932 16104 16322 4943
26198	8459 2843 11397 1483
26199	14776 14861 14479 12913
26200	5983 10862 10822 17573
26201	12622 8370 2552 7689
26202	7692 17668 689 15540
26203	15804 3169 15006 14362
26204	15574 10468 9953 5387
26205	9182 10551 8390 5349
26206	5054 7249 8914 7492
26207	4166 8549 7669 16807
26208	8229 9973 12894 2565
26209	2102 8015 9999 445
26210	9642 14375 6108 491
26211	9891 13028 11108 16995
26212	9148 4416 2897 10077
26213	1023 2404 4512 2608
26214	12931 14019 13989 17955
26215	7430 155 16256 11454
26216	14063 16816 16303 11258
26217	12473 10430 7602 4963
26218	12117 10355 11966 1044
26219	9244 2662 11150 12266
26220	13316 16447 13673 11928
26221	6897 3461 2248 5688
26222	426 2153 11280 7872
26223	17185 7115 5208 5386
26224	11208 286 10644 12689
26225	17596 8464 12881 14633
26226	13612 2259 78 14443
26227	16510 10419 4403 9653
26228	15083 11573 2542 9635
26229	9667 1380 15571 7383
26230	2386 13353 6699 9836
26231	3900 5456 1248 3129
26232	9149 17930 13293 16257
26233	7553 2496 11402 9645
26234	6984 10668 10979 2635
26235	9315 1710 11992 9881
26236	4478 7992 9683 13779
26237	2291 13894 726 13345
26238	16608 4883 13842 10118
26239	4045 11175 17958 14858
26240	9201 3982 2486 11699
26241	10087 1533 14433 6311
26242	16973 10881 3980 16206
26243	5815 6388 14425 8983
26244	1332 16193 12516 8780
26245	10278 3045 2927 5939
26246	13677 4550 14908 14694
26247	12279 5878 14975 3105
26248	9239 5796 16135 9262
26249	17331 14816 17948 9704
26250	3626 8351 2187 6753
26251	10774 14890 7717 15925
26252	13210 16954 7255 1539
26253	5936 413 10921 13921
26254	15235 825 13087 6223
26255	10673 3669 8295 9552
26256	16097 13651 11374 9069
26257	6826 6938 15988 4621
26258	642 15743 9509 2706
26259	13186 2138 17114 2804
26260	5522 5214 17688 3774
26261	11409 2369 14393 8935
26262	15649 9098 5423 16959
26263	17979 16304 16672 2888
26264	2620 4945 15817 16679
26265	11823 5467 5370 11864
26266	11626 12626 14637 9597
26267	8435 16187 5428 12613
26268	782 832 4178 11059
26269	3504 4316 3226 15825
26270	8102 17061 11165 2621
26271	5934 15605 15124 14733
26272	16396 13769 3557 5846
26273	15884 10069 8745 2840
26274	15264 4804 1001 3768
26275	17992 16646 8958 1585
26276	10043 17230 5900 5551
26277	7305 2958 7614 13775
26278	16098 16226 2579 12200
26279	15603 10121 12539 14640
26280	17138 863 8886 17469
26281	4764 158 17012 5485
26282	16401 12270 7702 10532
26283	7656 11846 6029 1096
26284	3487 14914 3296 9413
26285	9579 11559 8026 15268
26286	13374 2577 17247 14715
26287	14760 11055 10385 1161
26288	9736 962 739 7742
26289	4586 14030 4082 14504
26290	8047 12805 16419 5773
26291	1332 17770 13122 14142
26292	1189 10883 13759 17938
26293	6966 7225 12017 7858
26294	11237 9355 10843 3913
26295	9312 4451 13511 11987
26296	13975 16511 12869 12495
26297	7300 2527 4995 2936
26298	15287 12196 15300 9997
26299	3341 9742 3610 15396
26300	5036 10918 15549 1363
26301	17962 17180 899 1772
26302	16302 972 17375 11914
26303	3760 10632 12067 8158
26304	5915 8779 16747 6732
26305	8440 6191 14385 8035
26306	14107 16101 14822 5822
26307	8283 1866 91 9819
26308	14816 7754 14926 2380
26309	13695 11063 7254 12328
26310	11658 15059 13920 4803
26311	17696 5898 15509 1339
26312	1929 13342 14187 8368
26313	4161 16939 2299 12475
26314	4135 2533 6629 11916
26315	17427 11236 7329 14853
26316	11466 137 13518 14338
26317	10478 4222 8308 4169
26318	6434 3654 2817 11165
26319	5345 3483 3716 1174
26320	6419 10956 16699 3152
26321	10570 1238 2367 7870
26322	10297 11991 351 16386
26323	16643 5892 10795 11181
26324	6490 5758 10909 9153
26325	9164 3022 4149 4329
26326	793 12513 14353 6567
26327	11142 14772 2205 7703
26328	12182 12815 10569 5795
26329	6347 3788 11327 15624
26330	4389 4208 3393 12602
26331	14881 7541 13802 15057
26332	4533 5079 15461 15897
26333	6281 17159 1802 15103
26334	1329 5556 2918 12986
26335	12347 7770 2445 3853
