Course	Room	Teacher	Time	Students
004011	TH110	0030564	13	1005082 1078390 1078655 1084057 1099178 1122905 1139392 1163326 1163391 1163860 1170757 1170820 3072890 3074634 3074965 3076489 3079370 3081368 3082682 3089611 3090537 3092985 3093190 3093770 3094033 3095050 3095842 3095968 3096547 3097341 3099420 3104899 3106068 3107254 3107323 
004359	TH110	0490454	61	1007196 1060299 1067382 1076234 1086867 1087960 1105842 1142418 1149565 1166163 3070648 3086747 3089341 3098799 3102974 3110771 
004806	DAL112	0032827	14	1007952 1032769 1086447 1116377 1162008 3071015 3072867 3073066 3087696 3092072 
004014	PK25	0854975	22	1008967 1057261 1059469 1078646 1080757 1081250 1082842 1100625 1104498 1111901 1145578 1161482 1161960 1163417 1171414 1171461 3071151 3074167 3076930 3077472 3086400 3087433 3088421 3089651 3093174 3100876 3105166 
008420	TH110	0031553	49	1009104 1064270 1079614 1082799 1084017 1098099 1101336 1142309 1144234 1150758 1163391 3075163 3077033 3086747 3087720 3102832 3102974 
005847	PK227	3212821	1	1010741 1119989 1140609 3072293 3087352 3198211 
006865	ROSTUD	0824244	5	1013197 1024283 1078655 1171297 3071151 3074023 
002567	TH251	0031621	1	1017339 1171297 
002863	TAYSEM	0020093	15	1017840 1037338 3074289 3075371 3086238 3086536 3090785 
005724	DAL100A	0984701	20	1018183 1056857 1083430 1083812 1101031 1104216 1116377 1141729 1150758 3068712 3070374 3072867 3074734 3081061 
004288	PK236	0031577	5	1018817 1056096 1076274 1076299 
002394	GOA	0020988	1	1018936 1019025 1020727 1065945 1086927 1097648 1170703 
002429	TAYC	0031632	0	1019025 
002856	PK25	0031403	3	1019212 1032432 1049929 1055348 1059572 1059654 1062675 1064045 1066431 1067241 1077065 1078655 1078896 1082315 1082842 1084057 1084187 1084363 1087081 1087960 1088882 1090933 1092187 1094520 1095596 1099662 1100536 1100537 1100625 1104669 1115477 1117320 1122905 1124785 1129708 1131918 1137955 1141220 1142227 1142309 1143723 1144234 1145146 1145578 1149270 1169257 1170370 1170470 1170757 3065039 3067556 3068772 3070648 3072594 3073143 3073357 3076190 3076576 3076618 3077163 3078465 3099957 3106074 3110771 3198211 
004379	DAL100A	0138190	1	1020150 1029737 1145578 
004839	PK264	3207943	2	1020727 3073300 
007881	PEMSTD	0367446	7	1021751 1034405 1073544 1080272 1146370 1158026 
003006	CARP15	0492580	0	1025522 1080792 3065039 3073384 3074570 3074930 
011027	GOCOM	3194739	9	1025522 1059677 1104356 1136830 1169109 3070344 3100897 
007026	PK338	3198619	53	1030369 1056024 1067862 1076238 1076246 1077161 1077257 1077416 1100625 1143717 1160658 3073143 3095625 3096149 3105862 3107963 
007887	CARP15	0431946	1	1032432 1039943 1040045 1040618 3078500 
002682	PK227	0031353	4	1044791 1093044 
005856	CAN311	0031582	5	1039831 1076877 1099662 
005868	PK300	0555033	2	1039831 
007897	PK128	0367446	3	1040045 1040618 
004377	DAL318	0056990	1	1066308 1077416 1100899 
004739	DAL318	1084458	0	1067182 
002149	TAYC	0470544	16	1077413 1088636 1092187 1129814 1162008 3070344 3070438 3073146 3088521 3089566 3090266 3095928 3099448 3104541 3105818 
001185	RCCON	0123161	1	1078198 1087081 
005121	PK337	0031560	5	1078198 1080653 1088384 1131918 1169257 3084099 3092969 3103826 
011076	DAL112	0826964	9	1079268 1093044 1104216 1104498 1122784 1150720 1169382 1169386 3064977 3073066 3094719 
005722	PK180	0984701	35	1081939 1086927 1092116 1095349 1124785 3069991 3085810 3085836 3086512 3092294 3095335 3095387 3098918 3098948 3099468 3104770 3105862 
006860	PK264	0824244	3	1100129 1160885 1171297 3071151 3085083 
005852	THTL	0031582	1	1111901 1157047 1164206 3086015 3088352 3094573 3106131 
002152	PK232	0168378	9	1163860 3076456 3083787 3086400 3087444 3092999 3095968 3096011 3096592 3097347 3098799 3102599 
007877	PK227	0031386	2	1167438 1169386 3080794 3085909 3103038 
001747	PK232	0416447	5	1170820 3070881 3077064 3095335 3097347 
002564	TH111	1168490	1	3077471 
002635	TAYSEM	0765372	14	3077809 3094992 3095111 3102057 
003407	PK278	1051448	1	3104386 
