Course	Room	Teacher	Time	Students
4178	573	3211	3	1814 9844 26268 40892 40943 47200 50083 51550 54645 55614 61273 61440 65120 73890 84536 86403 88542 90103 90308 91011 92472 95449 102451 103687 104440 108199 118764 120198 122487 133885 135657 
4179	364	3206	9	4297 9789 10521 16026 30441 34141 35958 39265 39574 42341 46835 49308 52051 53407 53625 69743 70719 74007 74454 74936 78343 82598 82931 83644 92720 101726 101822 106465 107480 113155 114183 115263 117492 128941 134124 140563 141354 
4180	632	3810	8	9501 10278 11422 18245 18945 31181 39993 40174 41002 44547 48238 51591 56746 59264 66971 68956 71333 80692 86004 86980 87013 87129 99104 101012 126234 136310 139592 142140 142740 
4181	991	6522	1	3555 3850 8013 11518 16375 20728 23766 27461 29626 30552 40484 45541 46360 46817 51768 56687 64474 66635 69342 71223 72221 74479 74889 90467 101245 107110 110149 116891 124512 125062 
4182	635	4417	8	3456 4435 9315 21078 25936 35451 37275 40356 43805 50935 52294 60817 63231 65405 74296 77991 81468 81482 86223 99629 102194 104524 105988 115564 126471 129465 134210 135688 140750 
4183	936	8854	8	3943 5551 7631 9431 12139 12989 13008 17464 21095 23189 41654 46262 47982 51778 58465 60824 62834 70149 70202 86372 104102 106246 115272 117848 121463 122615 124629 126156 138527 140417 141589 142753 
4184	668	8668	4	424 1141 11906 12389 12436 14042 15192 19042 23103 23437 29056 36308 36872 38851 44199 45488 49979 50900 55577 67767 68487 68651 71424 76117 77812 96978 99778 103880 106871 108299 111863 120903 121416 126320 126841 129117 130362 138299 142835 143486 
4185	520	3836	9	2108 8850 9444 10428 13437 14459 15376 17104 17622 23216 33562 34782 38623 42531 48791 57871 61689 77370 103119 105130 109999 114056 118956 120311 125669 127487 129774 132203 136792 138320 141925 
4186	494	2231	0	1644 9850 11224 15010 25255 26812 33386 36758 40673 45544 46304 47266 48240 48601 51341 64705 78030 79141 87077 88144 95428 105425 116062 122235 122518 123045 134410 140969 
4187	546	7688	0	2960 5342 9886 12049 12304 13327 17033 20463 22554 24224 29128 30746 30821 36010 40379 42762 57182 68748 74029 78654 79207 84100 92522 93984 98577 108600 113456 121099 125437 126779 127455 133045 134017 135006 140391 
4188	685	4458	5	3050 6059 6979 7160 7992 18916 23719 25363 32663 39756 46798 48575 55516 55761 60187 69042 72613 74615 82724 85199 88450 90696 91279 99251 106864 112620 118193 131856 140655 
4189	946	7896	8	6891 13599 15027 16683 19631 23355 27303 39062 42690 43689 44158 44505 47197 53488 60688 61292 61589 71197 74488 84621 91392 95824 99207 101122 105705 107541 108749 111162 119206 120173 132837 133960 134955 
4190	632	3188	9	12585 16990 19710 21154 21672 24077 48850 57964 58661 60699 61842 63415 63592 73462 74001 77694 79753 93193 96971 97326 97587 103486 106869 106890 111308 117655 127402 129020 131700 
4191	646	7624	7	1135 4594 5194 7777 9177 10119 10149 19182 19847 21269 26680 30379 39869 44213 44594 47560 50935 54677 56657 68141 72843 76232 76339 78407 79219 84127 88519 110123 115323 119373 124141 125525 132346 138710 141132 
4192	625	2233	3	11923 15544 24798 40732 48603 50962 52666 53431 56214 58107 63104 68833 70768 80792 81396 90736 90864 95796 97952 100960 104937 108618 116603 120393 121761 122193 129384 129754 130983 131104 135932 140086 143415 
4193	560	7416	3	2040 5033 17354 20128 28772 31908 74308 75887 76871 82539 84557 89689 97457 97911 106851 107461 107557 114061 120680 122107 125976 128816 133900 134730 135449 141816 
4194	261	6980	5	1272 10956 20792 30601 34640 50909 53988 63268 65140 66436 69999 82729 86977 87815 89653 106389 108958 117772 121250 123498 125863 128704 134706 135631 
4195	723	7790	5	10323 11477 11868 14445 19380 22285 25267 33356 33740 34004 34943 37138 37984 43889 57530 57873 62788 72450 72839 83670 93263 98259 99361 100231 108322 115247 119738 121475 124032 128288 129283 131931 134326 135162 
4196	715	5158	7	152 3402 5981 6976 10478 14558 19980 23217 29929 30788 39811 40492 51950 51987 69903 71482 78982 85638 86583 87033 90507 92849 103279 112380 116089 123252 124679 124961 128764 131221 131646 139049 141569 
4197	705	4525	6	52 4921 9443 10979 11119 13945 15305 15901 27160 38478 45817 58921 59679 60839 62920 69836 80582 81061 82559 105015 114228 118573 125567 129125 131121 136113 142066 
4198	728	7805	10	8441 10184 19023 22563 26347 44980 46092 54317 54955 57279 57840 65089 65310 65817 71984 72266 73227 82543 84018 88470 94607 95378 96899 103535 109294 110226 110951 115314 116156 116954 119008 121214 122475 126781 133290 
4199	271	7958	5	3470 8687 12051 21144 25474 44747 48320 59842 67356 77286 82778 83298 100739 105481 107119 107355 111606 115678 116888 117071 121575 124438 126459 133491 
4200	857	3552	8	202 1982 2034 6120 10307 15504 18601 19968 22358 27282 28936 29668 32408 37454 40712 45461 46054 49776 54480 55425 60182 66206 66882 69412 72018 76301 85073 86910 93252 94340 96037 98399 106817 108156 109256 109476 109917 121361 129832 132846 137603 139926 
4201	870	5779	6	2308 11583 11975 15452 21836 22662 28211 33396 36745 38388 39037 49038 54392 54568 57695 62090 64375 67585 69021 73472 85700 89479 101063 101623 101642 107803 109218 127677 140666 
4202	411	2219	4	804 3369 17633 18140 21301 26876 44547 51225 53170 53179 54771 57666 61780 69238 94594 103195 107585 110476 112984 116224 119211 121463 125571 
4203	54	4478	11	1614 11735 13137 29237 30887 38943 39743 40349 47347 55675 58226 62422 68533 74559 77747 79364 83763 84343 86793 96282 98408 100803 108520 108816 110797 115040 120820 128074 129023 130669 143606 
4204	358	4997	5	5212 17396 22610 43328 45190 46829 48080 51420 57189 67361 73650 82646 94066 99679 102238 107410 108637 118628 122550 122930 126545 138201 142086 143085 
4205	804	7631	8	583 13362 17093 19926 21258 28430 37977 42132 43832 54114 61471 62576 63803 69553 69600 73451 80719 81642 85876 91127 94542 95465 98623 102536 104430 116123 118380 121111 125338 134598 
4206	940	883	8	384 1377 18579 20049 23641 25671 28283 28422 42496 45096 52603 53117 54063 57520 58459 58628 58934 62368 67754 69855 74018 74154 75697 78187 78841 87886 95097 102108 109853 114083 116201 119825 126167 137123 139445 
4207	107	6334	5	1451 4935 17726 22022 26188 27719 32092 38024 38828 54530 57832 71191 77317 97430 101611 108680 118645 119664 130441 137766 142329 
4208	378	6634	10	1838 7385 11421 12703 15573 24615 26330 26643 40943 50394 51134 54888 59290 59577 60485 60507 69777 70019 74666 77265 77854 80002 80406 80764 82509 89074 89733 100366 101386 107904 112909 115595 123718 128954 138776 140832 
4209	597	8534	0	6081 11823 24011 37007 37482 58982 63076 64017 69630 73972 80114 82290 83507 88108 95940 105493 105920 113146 113981 117390 119865 121830 125739 130405 136884 
4210	364	5436	10	8566 10962 11662 13821 19405 20891 23187 25029 30939 30940 36829 44907 46114 51721 57998 58539 66825 67753 73131 83147 88321 88654 88972 91527 95218 100486 103915 107037 109182 109592 111280 124167 124813 129507 130726 133945 142597 
4211	574	3055	9	1784 7883 9022 10872 12045 16945 21333 27317 29864 31241 39242 43518 44674 45303 45921 46543 50507 59533 74220 88775 92124 95980 109473 113232 116059 118349 119407 121773 121925 125904 130084 140092 
4212	365	1611	10	583 4845 8260 8768 8778 11957 12475 25757 28335 28395 30901 35794 41844 44823 45433 45553 48919 52406 59733 67144 72954 77949 79755 83258 87972 89573 92858 97855 105379 106253 107539 113346 115798 117885 129364 129520 132294 
4213	254	5518	6	775 8820 17166 19033 26731 29060 38425 51796 52447 55816 56426 59359 60486 61368 62350 64887 69008 70007 75482 77462 83981 86138 100420 103666 104539 111624 117120 117494 120268 124224 125805 126262 137252 138929 143812 
4214	840	5101	9	267 4895 6369 7296 7511 19385 21192 21588 33176 35111 35933 44299 44900 54374 57452 71706 72940 82365 83618 83902 90689 101503 106035 111286 120981 120986 121073 128608 132114 134671 135056 137073 137769 
4215	794	8456	0	9017 12534 14660 15962 18456 23743 28614 36354 48435 53164 53344 62050 63005 64980 66949 67331 76148 80133 81939 85251 87069 89929 110256 110916 114093 123201 130485 133624 134393 135866 139893 
4216	673	7121	3	3617 4195 4747 8977 13098 15164 22249 25252 37906 38286 42549 47039 50644 54422 60777 63234 63299 65626 68546 73908 74692 76960 80874 112671 118500 118692 120929 131574 141176 
4217	365	3987	9	2361 6174 8313 12236 13107 17720 17871 26663 29162 29326 35852 36986 45517 49484 49814 52391 61782 63724 67121 68783 69238 69334 69968 75467 84457 84963 88395 93970 94217 103911 104773 112485 118094 121616 139809 142659 143039 
4218	297	3223	5	9486 15203 24609 32078 35631 43803 45845 52663 59861 66901 71874 76081 82171 82914 83788 85372 86664 92857 101766 105149 106169 114867 126286 134185 140517 
4219	394	5892	9	1820 3961 6976 10747 14615 26939 29000 31846 32353 32434 34033 34759 39841 41097 42101 46432 46736 47554 62520 62922 66054 77942 79412 83199 87150 89241 90706 91752 95615 108211 113857 116454 121688 125213 137575 138395 141164 
4220	86	6993	8	7386 7795 14484 15016 19519 22263 28488 28502 52255 70662 73240 73781 75068 82766 91707 101971 118893 119252 121937 125541 127579 129990 131367 134791 136145 137667 143445 
4221	93	7278	11	4897 6481 10415 11548 15124 17599 17618 24187 24726 26064 28365 37506 37729 37858 43716 48491 49200 52968 57316 61466 62517 62770 63256 69908 72092 79417 81031 82643 87057 87733 88347 91455 95080 98367 109216 110713 113299 115719 117492 118985 121375 124274 124813 129291 129838 132160 135394 
4222	99	5831	9	12406 15666 16902 18205 19737 21406 22301 23267 26317 30116 34147 36258 39528 40436 43045 43591 44787 46330 47081 47452 48792 53200 54943 55064 56070 69026 71399 78277 83953 86127 88119 94030 97391 98086 98392 101126 101388 102592 109544 126879 127731 131385 134312 138209 141337 143388 
4223	810	7908	2	2391 3603 7299 13432 14854 24914 37677 39476 39684 50966 52765 52930 56117 57223 60931 65102 65961 66860 71626 72740 74398 78490 85779 90156 95792 97321 98650 99642 100568 102492 103532 109343 110153 113833 116041 136829 139447 
4224	719	637	7	9487 16530 23293 24728 45549 48553 53345 54316 54904 61363 61750 74830 80045 90223 91269 92646 94165 95296 100561 100627 101666 105921 107158 111980 118804 122676 128279 129423 129528 135330 137018 141318 
4225	577	8647	9	9497 10304 15489 21975 25078 31841 39138 39171 40814 41970 45532 45657 52160 52472 56511 58185 65848 66896 70379 72486 79798 86426 109216 110231 119265 122705 125931 130556 133047 135208 135546 
4226	495	1314	9	5990 13052 14555 15248 15920 18819 22019 23477 25769 28031 30482 33399 40231 41791 47026 51569 52633 62873 66186 77728 78388 86204 90500 95005 98389 99819 102147 104003 104642 106488 106741 115788 121180 128504 130580 135117 135407 
4227	878	622	3	2147 7159 7232 10647 10949 12556 31876 42826 59106 59689 63214 84031 86237 89276 91652 96790 101076 103193 103653 106926 117925 130917 135799 137088 141746 
4228	380	7514	9	5139 7109 17590 22101 33700 38124 38601 38886 40727 40755 43006 46242 47737 49478 53284 62390 69038 70311 87652 91817 94149 97646 100651 102292 102315 112735 122548 132752 
4229	976	6034	8	1132 2676 13298 13401 18634 21402 28318 34772 37957 38841 39415 42529 52120 52332 52347 53444 56301 66848 71481 72718 75199 79523 92539 94136 95129 95667 97222 97542 107754 107879 114872 140275 
4230	323	34	10	4075 6255 9510 11604 19179 24176 32230 38710 40800 41115 41225 42262 46179 47157 47265 51797 56729 78650 87087 94288 94323 108363 117688 120207 120938 126038 126510 132400 139700 143561 
4231	950	4624	9	3604 7014 10690 11737 25789 32139 33534 33717 34247 36655 43306 48930 59537 60530 61784 64002 74786 79496 84346 85288 86226 91324 93547 95227 100982 101300 105915 111402 126227 129730 131269 131861 137641 
4232	798	7066	0	4467 9354 11304 13712 18141 24911 27580 31322 43919 49714 51533 53803 57533 58271 62255 66029 76420 78291 97390 101093 106478 109745 114094 
4233	423	5014	4	3582 7785 13865 30144 44808 45693 48664 63164 66064 72874 78218 82906 84425 91913 116896 118110 125185 127663 130291 132842 136563 142301 143869 
4234	999	5241	1	14139 21761 33561 35551 36024 39759 42968 48578 48979 51537 52968 58776 69133 73178 83808 103091 110480 113341 113876 116078 117841 119506 119899 123100 124237 126533 130697 131524 133332 139814 
4235	604	6987	3	5480 20824 33840 33965 39853 46064 68411 78289 78635 78890 81446 83706 87950 99493 101131 106428 112277 119067 119646 120454 128300 132043 136223 143141 
4236	807	8377	0	4383 8819 15034 20015 20644 37528 58369 61465 63420 64167 66815 70650 72555 75166 75384 79385 83025 86965 87354 89722 91039 91145 98466 107589 117162 118036 128932 131095 
4237	410	8029	10	170 4455 24304 27745 30518 31422 31687 33773 36027 37971 45509 47903 50359 72262 74561 78014 82195 84106 88256 88381 92154 93881 94133 95593 100713 101823 110644 111285 115391 115749 115902 122321 128860 133198 140315 141086 
4238	384	6799	9	7293 12664 13805 16562 21679 26583 26753 30610 43812 48709 52033 52336 53295 64645 65794 77972 89630 94134 94782 94939 102537 103260 108347 112638 114466 116668 139398 141329 
4239	301	3633	8	2981 10793 13195 13829 14622 16895 30612 33244 34485 36891 39478 42456 44349 56159 56652 61168 67101 78675 80112 82103 89290 91959 92411 103909 111823 119202 126490 127780 134808 135452 138291 
4240	743	7220	5	13362 16595 16922 17226 17988 26361 27981 39800 45826 53641 59048 60070 64063 64528 64602 70596 81500 92029 96345 115009 116359 119222 127233 127285 128431 132614 133961 139811 
4241	657	901	10	1073 7351 8450 8619 15773 23511 24192 31351 32085 45378 52855 55301 56848 57270 58259 67186 67714 68269 73178 79093 87545 93116 105344 106558 106693 113785 115656 124876 125543 131406 136963 
4242	97	1324	10	1587 3400 5167 6762 13341 32523 41537 43667 43889 43968 53701 54170 55732 56696 57089 66349 70953 76491 82272 88444 92946 95839 105715 113789 
4243	689	8935	4	9226 11123 14662 23073 23864 26498 26638 27974 28942 32538 35599 36885 37419 39991 44125 44444 67886 70240 73728 79623 83319 91047 94033 97559 107523 115452 124347 134130 139352 141267 
4244	261	6583	7	2090 19647 19766 23166 26098 26973 44514 59542 61913 78566 79590 80563 90009 93335 101784 107400 109510 116452 116804 116930 117270 128267 141650 142189 
4245	740	7615	5	2628 5000 25607 28475 33070 37888 38676 39321 47137 56304 63539 75028 76601 81463 81592 86789 91660 93329 94229 95969 98566 105144 105625 113637 116744 116809 126619 129040 129360 129865 135320 139436 
4246	693	1262	4	1299 1642 2024 12001 12708 14314 18451 30564 34065 37994 38207 39568 41595 43435 45009 45241 52753 56307 56784 59279 65292 79595 84447 98336 100916 102392 104415 105856 107019 120086 133989 136904 137831 139590 
4247	415	7051	8	10578 14499 15309 15872 16507 19529 22662 28732 39337 51184 51460 66163 66601 69525 70184 72564 77864 82698 87459 88403 93847 99076 112083 112162 116730 123403 123816 127008 135343 140081 140484 142647 143059 
4248	165	4794	11	8576 8865 9064 14091 15310 27603 28257 30597 32358 34072 36937 44081 54656 55190 60940 64348 66061 66823 71570 75225 79213 94781 95641 100063 103444 104866 111957 113193 114081 115407 121544 124688 130541 139047 
4249	716	8098	4	4724 4979 9978 13315 20056 22748 24341 25565 26795 32328 33975 35985 47108 47729 52807 61786 64735 69496 71330 73008 73588 88946 92472 95469 95662 96041 97028 102728 105882 111477 114026 128329 131278 132493 135089 136935 
4250	726	1216	4	518 2488 11073 14236 15657 17479 34917 38337 40543 43438 48125 49150 49740 57940 58847 68124 69804 74935 77360 80341 97154 100775 105299 106754 110799 122726 132708 133866 141880 
4251	423	3917	5	14197 18729 21607 24279 30578 33438 47027 51645 52575 53596 58071 62063 62208 65279 67925 73360 83039 87584 91852 104326 116991 126377 133654 
4252	745	385	10	106 3268 6317 11505 12354 16809 19959 32882 34408 36270 43096 44992 47325 47505 50367 59182 62054 65001 67148 74759 76020 78565 78845 85403 86530 86951 89623 95273 109846 116630 121182 130672 133138 139430 143449 
4253	417	5965	8	12387 12962 14204 15689 21154 24643 27973 28692 28809 29303 29313 36302 48804 52851 55080 55898 58209 62723 65477 68477 68935 82913 88960 92686 98500 99733 103932 109372 112922 114540 118073 129549 
4254	886	960	6	7501 8673 9452 19326 21913 24376 35138 42625 45323 48274 54779 66912 67019 67999 77009 77053 82922 85448 86273 89248 93576 98187 98536 99465 107382 112013 112907 132306 141322 
4255	356	3775	10	74 2217 5437 12576 13717 18617 21798 29415 35423 41851 54517 67393 77576 83406 88028 90879 91155 98256 100401 100554 101090 102037 119435 125102 125472 133026 134063 134569 142476 
4256	11	5943	1	4580 7931 14215 15813 16499 23685 26181 34565 39798 44066 49188 59716 60412 65904 67499 73250 78753 84428 86097 87012 89231 94722 105557 106172 106647 109175 117981 121533 125507 127135 127937 136133 138795 139497 
4257	207	6638	10	1249 2897 5430 10489 20733 21222 21565 23139 24091 26917 31295 31694 32150 40065 48700 52871 55176 61587 62493 64014 65080 72182 73464 79203 85609 88788 90658 92522 97378 102341 104050 104402 108225 117684 118075 123227 127100 136396 139252 142183 
4258	565	68	3	442 21990 23112 23896 24179 31993 33974 37377 66515 66943 80537 80782 91098 99445 105564 106939 118834 119828 128810 129022 132762 133298 134947 135896 138136 138558 142159 
4259	868	7476	2	1172 22183 22451 25945 29860 31269 32489 36388 36814 42653 55955 63134 64571 71056 80897 86856 89244 94300 102655 113939 123442 127075 129461 132815 134467 135406 135656 140173 143640 
4260	671	5255	8	15135 22418 25354 26540 26672 33567 33681 36389 36592 42000 51086 57806 63530 68506 69052 77159 79366 85880 95462 98678 99600 101629 103232 108179 116196 116826 121609 122439 139859 
4261	275	4308	6	1044 6219 8373 8444 16800 20099 27767 28568 30480 32310 42753 43705 55032 55850 60680 63087 67313 77818 86141 95381 104581 109749 111201 116302 118526 118908 122264 122674 128961 132343 132938 136536 139703 143619 
4262	66	6814	8	8056 9560 12746 14385 29809 29990 39004 39739 57986 61415 62987 76399 76529 81812 83070 84529 85297 88345 94958 97838 101857 112564 113914 119416 138022 143317 
4263	760	6707	4	256 4514 4540 13309 14640 14756 20648 22164 24096 30690 36287 38144 39220 39247 48779 50396 52433 55658 56580 58674 62426 64933 79979 81051 86695 88949 93746 94332 112991 114683 115337 126242 137294 
4264	618	6573	8	230 2451 5807 12472 18989 22384 23019 26052 33570 37030 37174 38711 41059 51898 53708 55188 60343 60921 61691 69275 70284 75880 98267 101171 103136 106286 106810 107826 109181 111138 118364 122723 123709 125305 137559 138830 140189 
4265	315	8892	6	5001 13482 14537 14652 19516 22455 23669 23712 23926 24353 30843 33182 35647 35995 38481 38572 43945 44551 50334 54517 60583 72437 79251 86598 90332 90914 92296 93499 102188 107262 107368 109481 113708 114293 118446 120427 122011 123875 134358 135605 138021 140053 
4266	789	7030	7	9118 16110 22532 22793 23965 29134 31072 35336 38026 39324 45634 45924 46055 47240 49378 52399 66940 77809 79139 83951 92139 101739 103287 108405 114617 121736 124126 132100 134119 141907 143288 
4267	986	6679	2	2496 3548 14227 19507 19989 22727 33774 42027 46483 49680 52104 56851 72887 76753 79879 81348 83647 85056 86331 94530 105288 105443 105666 112226 112378 117779 127133 130861 133699 135632 142239 142397 
4268	783	5109	4	1915 1981 2466 2808 4988 9866 13687 19447 22410 24952 25828 33515 34902 34911 35124 36651 40481 43734 44720 57112 60308 69200 70375 71127 72955 77833 77899 78857 83990 90008 97573 107206 107575 123682 135047 138060 143285 
4269	95	4779	1	1180 11599 15141 18824 19802 20982 23252 43149 56098 57110 57452 64191 69508 70292 76274 76945 87321 92922 98563 103437 109188 110984 112011 113530 116469 128901 134735 137384 143077 
4270	653	6285	8	7089 8410 10210 22321 23076 25836 45875 48785 49685 50734 52516 52777 57991 59054 68604 70103 72546 73824 74510 76452 81487 82044 82428 97695 100963 105449 108809 109039 112640 120106 126425 128784 128808 135427 140741 143158 
4271	87	7436	11	12041 14552 16287 18927 25712 28351 30890 34881 35906 38117 38307 40348 42689 44055 47182 50058 54507 55574 62451 71562 72406 72929 78286 78605 78833 82839 84316 99661 102441 102987 104314 112526 114389 114854 125891 132223 137008 138315 
4272	781	1175	5	1380 7580 10646 16091 19616 20030 22798 23247 26075 30138 32646 37745 39463 42635 46873 51895 53400 62429 65097 67549 68733 82570 86275 88560 96845 104382 107294 110825 112129 112232 114425 119152 120223 123607 136372 141051 
4273	330	5594	6	1540 4229 14118 14570 19644 20333 21463 25002 31384 37142 37309 38991 49190 50221 52025 57957 63765 64703 68096 70281 71716 71834 75344 78914 82976 84543 94491 96186 99467 102903 105099 109093 116642 123025 126658 137886 140871 142573 
4274	973	185	7	4354 5618 17097 18428 20906 30695 35637 38198 41233 43041 46539 46859 50715 56833 56861 58510 60198 62886 70604 74418 81810 82846 93325 95358 96816 97592 101968 109106 118833 120066 120745 124874 128514 129157 134478 134999 135838 136620 
4275	814	6416	5	8443 10073 14518 20679 21799 28396 36216 48907 49028 53590 55613 56911 57045 65364 77024 78233 83078 85423 95605 96956 97783 105773 115740 119628 123233 126095 127951 134426 136585 
4276	340	633	6	19914 22013 23916 30151 32026 35183 35731 43797 44541 45295 47903 50766 51961 56522 57505 60840 60970 61473 68654 73677 76174 80767 88891 90142 100668 101170 120235 124849 128863 130757 133985 134155 
4277	12	8223	2	385 4579 8261 8530 9257 9898 22960 30414 33003 47176 48779 54812 62782 64696 78162 81428 86214 92687 95582 103846 113525 114993 117900 122617 126161 132292 132585 140647 
4278	73	4680	11	1367 3907 13306 21381 26943 29790 36536 37400 44314 44734 48697 59616 60600 61537 63872 64147 79949 80325 83337 84098 85031 88348 98894 99766 102142 102708 105844 106573 110012 112573 113352 113655 114929 116492 116691 117071 121847 124779 128052 129731 135129 139367 141217 143700 
4279	860	81	8	21932 21937 28264 29111 33766 35025 36642 37999 41270 42894 43547 44855 47195 47595 52892 54482 57823 59884 63288 78602 85442 86622 87195 88638 90018 92212 103939 106945 107460 109427 115512 117502 122806 124643 126195 126902 133546 136624 140815 
4280	402	5767	6	149 6955 9262 20874 23532 33546 34869 51486 54251 55849 57753 61530 65653 67637 72025 78360 81841 85059 85218 86724 91761 96322 99746 101542 103160 107659 123354 130498 132748 136387 137787 140081 142154 143587 
4281	34	447	11	2144 13803 18350 21953 24972 26778 29700 41282 48484 52455 64892 74027 75546 84960 88227 91998 99706 100927 101356 103830 106634 114193 123910 125025 131028 133702 141172 143305 
4282	621	677	7	18772 21053 38425 44077 46907 48441 54571 66330 69717 71704 73816 77910 82325 86106 88111 88160 95096 102108 102360 108801 110767 112588 112857 120272 124870 128448 129051 139722 142896 
4283	437	7704	10	4972 16861 27355 31429 32897 54121 61248 62345 64560 78541 93563 95862 101972 102336 105169 106904 116496 118230 118839 119770 120832 121906 123223 124545 124899 126206 140274 141988 143936 
4284	683	2300	9	375 2804 6765 7187 11819 12937 19871 22976 31354 36340 36862 39488 44158 53244 53708 57783 59658 61788 76355 79381 79516 81941 83484 106098 107393 108413 116079 124413 125541 131413 137682 143003 
4285	695	2168	9	814 6192 6847 12178 22973 30389 31320 41065 47959 54186 59070 63928 66630 80086 84178 86867 95771 102384 107505 108276 110609 111948 115970 116938 118276 121619 130147 131953 139306 139927 141592 
4286	240	7566	10	6703 12025 20478 23181 25731 30520 46049 46195 49278 52471 60777 65514 66600 72966 74553 75471 77556 77643 77719 82449 83213 84825 86999 88242 89159 90479 95964 96950 97558 106493 112531 124660 137407 
4287	251	5905	6	10171 15171 16840 20207 20976 36436 37991 50795 66833 84191 93313 97316 98718 101533 111616 113617 115572 117382 119446 124502 128150 131626 
4288	450	4591	6	4380 11887 23559 35839 38653 41682 42049 47268 47285 51466 51967 57913 60974 63068 65414 68738 71167 73800 81054 81582 83384 83584 85827 88941 90788 91096 97263 103037 106493 108796 113307 113499 115301 140977 142228 
4289	874	1832	0	9720 17600 29708 31217 37620 40769 41234 44527 58562 63726 67446 75230 76115 85491 94438 98247 100088 112842 115367 121405 125118 126185 127913 129305 135549 137077 141795 142759 
4290	117	2610	1	3661 4292 16917 22034 26791 28363 29103 33393 54872 68203 69670 71067 75620 77470 83013 110410 116106 124221 130666 132391 132868 136800 138106 140215 141681 
4291	828	2300	4	15790 18987 19664 19857 30694 30862 39689 41755 42189 42396 43099 45354 47463 53043 55646 56145 60264 60551 62757 64530 67984 69851 71350 81164 83967 84622 85379 88132 90006 98323 104767 111423 113445 127545 129566 133486 138477 
4292	812	4602	5	10537 14784 19449 19886 20325 24515 25772 26992 27672 38834 42719 49795 52898 53287 63747 71656 75774 78976 85662 88804 92772 100748 101268 119608 127790 130795 139212 
4293	127	7377	10	247 11239 21977 22574 25668 31796 34104 36679 45551 53132 57005 60289 62275 65678 65709 66155 68876 76975 87048 90448 91357 105792 109155 110275 120812 
4294	505	1478	6	3184 3188 6302 9044 20453 21492 22372 23734 29985 31381 33291 37397 40911 42057 47309 49526 50429 55870 61534 65902 69283 87870 90924 101052 102767 102940 105215 113330 116296 119247 119336 120188 122651 122937 128069 131391 137361 141002 
4295	56	2054	2	8672 10976 13938 16760 17038 32568 37930 45794 49045 50948 51251 52741 53065 58072 64247 66125 69637 70559 78437 81458 86445 89784 91444 93717 106543 108017 116618 118887 120610 123314 124877 134783 140752 
4296	175	6468	11	17046 18200 19328 23577 25792 30775 33825 38762 52814 56582 62353 62557 62639 64222 71413 73507 78717 88228 104299 105069 107961 109611 112545 115518 118576 118868 122201 124211 127363 127548 138125 141142 141564 141837 
4297	852	2581	4	1998 10917 13028 19175 21712 29663 29928 30029 38515 39162 39710 42323 43414 44223 45907 48319 48985 49204 53272 53961 53976 56163 70988 75366 77868 80851 88621 94863 98929 99483 106688 110439 111399 113536 118315 126756 138880 141946 
4298	41	8750	11	4726 5929 12551 19681 27033 30768 36248 37464 42269 43529 45499 56173 60983 64238 64644 64846 67276 67383 72699 75927 82729 83299 87065 89180 94122 109767 110206 110936 112134 118478 120431 122151 122979 124830 126552 132612 
4299	891	8383	8	3041 14667 21191 21204 37208 39562 50062 54465 55746 59552 68066 70073 71557 73523 87540 87688 88881 89807 99998 101575 102578 104507 106747 109283 112973 117421 117838 119727 120760 128976 142665 
4300	140	1142	9	4381 10046 14332 15698 19218 21638 27982 29571 32190 32342 37032 38629 38784 50690 51099 51557 52638 55205 58976 60378 60524 66623 68275 68476 70785 71361 76269 77961 81002 81004 83998 89185 89815 91448 92145 93593 107374 112950 116944 118707 119067 129266 132548 137558 138023 138214 
4301	916	8013	3	454 16432 17362 19248 22065 32374 38752 43419 50860 58644 62062 63333 68969 70157 70686 71682 71992 76693 83176 95411 96995 103979 106683 110074 113973 124736 125194 135867 139804 
4302	902	8420	5	2809 4854 12321 14648 16212 19201 19859 22890 27928 34145 42053 44286 44341 44418 44821 47337 52050 52648 53595 57149 61928 62471 75659 76206 78347 80895 81510 86579 87209 88203 91983 96346 97798 99223 110596 111669 113744 121824 122642 126020 140596 143274 
4303	223	8581	10	109 1329 2058 3273 3377 7713 8637 10801 11191 12941 16070 19728 24874 32037 34715 37533 39500 40917 51873 52980 64918 74469 79581 82049 98290 98528 110580 110773 114013 114078 120971 121291 123417 123680 125631 132084 133190 135079 135198 139380 
4304	172	8451	3	6171 6406 18430 26766 28624 30043 33662 35265 36295 38365 43036 43871 47377 48262 49874 52882 52908 57086 68620 70197 97433 98011 112222 113814 114017 122318 123806 127371 128196 132570 133736 
4305	249	4265	10	1786 21323 23695 23948 27712 32021 36454 53925 58712 60277 61640 62445 64439 66995 83609 88466 89544 90405 91640 93395 93711 94182 96280 111548 114023 116372 119468 120290 123533 128038 137310 137556 141277 
4306	232	7880	2	132 6112 12959 15900 17654 17751 22687 24533 34266 46356 47674 63226 67285 67939 71272 72764 91174 96220 96437 101082 122501 124356 125557 128787 132535 139663 
4307	257	420	8	898 912 1324 3664 8362 13982 23970 32056 32269 32854 33521 34802 37856 39777 43642 48545 48584 53551 58888 60576 61440 65229 76893 81521 83926 91216 93613 107791 114425 129370 133811 133881 136327 140596 
4308	730	3203	9	7585 7915 9067 15414 16387 21547 22966 25752 26051 33439 35015 37782 39833 48702 51699 55969 78476 80787 84873 86236 91247 93356 94503 97734 100693 107857 111499 126269 132292 136815 142575 143179 
